Date:  17:39, Sunday, May 10, 2026
Model name: assembly droit firxed for 10mm
Study name: Static 1(-Default-)
Plot type: Static nodal stress Stress1
Result Type: von Mises 


Node  ,Value (N/m^2)  ,X (mm)  ,Y (mm)  ,Z (mm)
1688  ,5.270e+03   ,826.97  ,933.43  ,1303.8
1689  ,5.593e+03   ,826.97  ,933.43  ,1302.3
1690  ,4.659e+03   ,826.97  ,933.43  ,1300.8
1691  ,4.593e+03   ,826.97  ,933.43  ,1299.3
1692  ,4.124e+03   ,826.97  ,933.43  ,1297.7
1693  ,3.885e+03   ,826.97  ,933.43  ,1296.2
1694  ,3.575e+03   ,826.97  ,933.43  ,1294.7
1695  ,4.017e+03   ,826.97  ,933.43  ,1293.2
1696  ,5.770e+03   ,826.97  ,933.43  ,1291.6
1697  ,8.193e+03   ,826.97  ,933.43  ,1290.1
1698  ,1.004e+04   ,826.97  ,933.43  ,1288.6
1699  ,1.117e+04   ,826.97  ,933.43  ,1287.1
1700  ,1.090e+04   ,826.97  ,933.43  ,1285.5
1701  ,9.547e+03   ,826.97  ,933.43  ,1284
1702  ,7.556e+03   ,826.97  ,933.43  ,1282.5
1703  ,5.190e+03   ,826.97  ,933.43  ,1281
1704  ,2.825e+03   ,826.97  ,933.43  ,1279.4
1705  ,5.756e+03   ,375.67  ,933.43  ,1303.6
1706  ,5.031e+03   ,375.67  ,933.43  ,1302.1
1707  ,4.734e+03   ,375.67  ,933.43  ,1300.6
1708  ,4.407e+03   ,375.67  ,933.43  ,1299.1
1709  ,4.147e+03   ,375.67  ,933.43  ,1297.6
1710  ,4.009e+03   ,375.67  ,933.43  ,1296.1
1711  ,3.744e+03   ,375.67  ,933.43  ,1294.6
1712  ,4.119e+03   ,375.67  ,933.43  ,1293
1713  ,5.937e+03   ,375.67  ,933.43  ,1291.5
1714  ,8.305e+03   ,375.67  ,933.43  ,1290
1715  ,1.020e+04   ,375.67  ,933.43  ,1288.5
1716  ,1.111e+04   ,375.67  ,933.43  ,1287
1717  ,1.070e+04   ,375.67  ,933.43  ,1285.5
1718  ,9.665e+03   ,375.67  ,933.43  ,1284
1719  ,7.575e+03   ,375.67  ,933.43  ,1282.5
1720  ,5.040e+03   ,375.67  ,933.43  ,1280.9
1721  ,3.153e+03   ,375.67  ,933.43  ,1279.4
1722  ,2.048e+04   ,824.91  ,933.43  ,1303.3
1723  ,1.629e+04   ,825.34  ,933.43  ,1301.5
1724  ,1.407e+04   ,825.34  ,933.43  ,1298.5
1725  ,1.093e+04   ,825.34  ,933.43  ,1295.4
1726  ,7.308e+03   ,825.34  ,933.43  ,1292.4
1727  ,3.756e+04   ,817.39  ,933.43  ,1282.1
1728  ,3.073e+06   ,645.43  ,933.43  ,1285.7
1729  ,1.968e+06   ,627.47  ,933.43  ,1282.2
1730  ,7.973e+05   ,617.41  ,933.43  ,1300.5
1731  ,1.256e+06   ,611.21  ,933.43  ,1286.8
1732  ,1.228e+06   ,601.3  ,933.43  ,1286.7
1733  ,1.239e+06   ,590.91  ,933.43  ,1287.7
1734  ,9.956e+05   ,590.16  ,933.43  ,1301.3
1735  ,1.346e+06   ,584.39  ,933.43  ,1284.2
1736  ,1.393e+06   ,579.53  ,933.43  ,1301.5
1737  ,1.803e+06   ,575.22  ,933.43  ,1281.8
1738  ,3.245e+06   ,568.3  ,933.43  ,1281.9
1739  ,3.256e+06   ,564.51  ,933.43  ,1283.5
1740  ,7.167e+05   ,499.21  ,933.43  ,1287
1741  ,1.695e+06   ,488.99  ,933.43  ,1287
1742  ,2.769e+06   ,478.31  ,933.43  ,1287.2
1743  ,3.819e+06   ,470.53  ,933.43  ,1284.7
1744  ,6.162e+06   ,461.25  ,933.43  ,1282
1745  ,4.340e+06   ,453.5  ,933.43  ,1282.5
1746  ,2.471e+06   ,448.4  ,933.43  ,1286.1
1747  ,1.005e+06   ,440.24  ,933.43  ,1286.9
1748  ,3.590e+05   ,429.9  ,933.43  ,1287.7
1749  ,3.246e+05   ,429.71  ,933.43  ,1297.5
1750  ,1.305e+05   ,419.7  ,933.43  ,1286.9
1751  ,1.003e+05   ,409.62  ,933.43  ,1287
1752  ,8.617e+04   ,399.55  ,933.43  ,1287.1
1753  ,8.806e+04   ,399.07  ,933.43  ,1297.3
1754  ,6.335e+04   ,391.06  ,933.43  ,1284.2
1755  ,3.768e+04   ,385.35  ,933.43  ,1282.3
1756  ,1.846e+04   ,381.23  ,933.43  ,1281
1757  ,1.007e+04   ,378.26  ,933.43  ,1280.3
1758  ,2.062e+04   ,377.7  ,933.43  ,1303.2
1759  ,1.437e+05   ,788.58  ,933.43  ,1296.8
1760  ,6.981e+05   ,766.48  ,933.43  ,1297.3
1761  ,3.113e+06   ,751.6  ,933.43  ,1297.4
1762  ,4.756e+04   ,821.97  ,933.43  ,1302.2
1763  ,3.932e+06   ,744.2  ,933.43  ,1297.4
1764  ,1.443e+04   ,825.34  ,933.43  ,1300
1765  ,3.871e+06   ,736.06  ,933.43  ,1296
1766  ,6.581e+04   ,819.01  ,933.43  ,1302.1
1767  ,3.124e+06   ,727.26  ,933.43  ,1295.7
1768  ,1.375e+04   ,825.34  ,933.43  ,1297
1769  ,2.107e+06   ,717.35  ,933.43  ,1296.1
1770  ,7.302e+04   ,815.67  ,933.43  ,1301
1771  ,1.137e+06   ,707.22  ,933.43  ,1296.1
1772  ,9.834e+03   ,825.34  ,933.43  ,1293.9
1773  ,7.968e+04   ,810.92  ,933.43  ,1299.4
1774  ,2.856e+05   ,697.02  ,933.43  ,1296.1
1775  ,8.091e+03   ,825.34  ,933.43  ,1289.3
1776  ,6.733e+05   ,686.79  ,933.43  ,1296.1
1777  ,8.457e+04   ,804.35  ,933.43  ,1297.4
1778  ,1.065e+04   ,825.35  ,933.43  ,1286.3
1779  ,1.399e+06   ,676.57  ,933.43  ,1296.1
1780  ,1.732e+04   ,821.86  ,933.43  ,1281
1781  ,2.039e+06   ,666.38  ,933.43  ,1296.1
1782  ,9.867e+03   ,825.14  ,933.43  ,1281.7
1783  ,1.252e+05   ,796.68  ,933.43  ,1296.7
1784  ,2.575e+06   ,656.29  ,933.43  ,1296.2
1785  ,8.301e+05   ,518.74  ,933.43  ,1295.5
1786  ,1.610e+06   ,529.64  ,933.43  ,1296
1787  ,4.998e+04   ,380.67  ,933.43  ,1302.2
1788  ,6.614e+04   ,383.72  ,933.43  ,1302.2
1789  ,2.170e+06   ,539.89  ,933.43  ,1296
1790  ,7.589e+04   ,387.39  ,933.43  ,1301
1791  ,2.659e+06   ,549.25  ,933.43  ,1296.4
1792  ,8.026e+04   ,392.36  ,933.43  ,1299.4
1793  ,3.051e+06   ,558.35  ,933.43  ,1298.7
1794  ,1.275e+05   ,406.72  ,933.43  ,1296.8
1795  ,3.442e+06   ,572.73  ,933.43  ,1301.6
1796  ,1.445e+05   ,414.7  ,933.43  ,1296.7
1797  ,7.941e+05   ,582.99  ,933.43  ,1301.6
1798  ,1.800e+05   ,422.3  ,933.43  ,1297.3
1799  ,1.220e+06   ,595.6  ,933.43  ,1301
1800  ,7.514e+05   ,437.26  ,933.43  ,1297.1
1801  ,1.227e+06   ,606.99  ,933.43  ,1300.8
1802  ,1.806e+06   ,444.78  ,933.43  ,1296.8
1803  ,8.975e+05   ,613.9  ,933.43  ,1301.6
1804  ,3.335e+06   ,451.81  ,933.43  ,1297.2
1805  ,9.128e+05   ,620.87  ,933.43  ,1301.7
1806  ,3.918e+06   ,459.51  ,933.43  ,1297
1807  ,1.600e+06   ,624.26  ,933.43  ,1301.6
1808  ,6.433e+06   ,457.68  ,933.43  ,1282.1
1809  ,3.718e+06   ,631.06  ,933.43  ,1301.7
1810  ,3.692e+06   ,468.57  ,933.43  ,1295.2
1811  ,3.589e+06   ,634.8  ,933.43  ,1300.7
1812  ,4.943e+06   ,465.4  ,933.43  ,1282.8
1813  ,3.293e+06   ,639.74  ,933.43  ,1299.4
1814  ,2.900e+06   ,477.79  ,933.43  ,1296.5
1815  ,1.975e+06   ,487.31  ,933.43  ,1296
1816  ,1.008e+06   ,497.47  ,933.43  ,1296
1817  ,2.194e+05   ,507.81  ,933.43  ,1296
1818  ,2.866e+05   ,509.32  ,933.43  ,1287
1819  ,1.009e+06   ,518.75  ,933.43  ,1286.4
1820  ,1.636e+06   ,528.15  ,933.43  ,1287
1821  ,2.264e+06   ,538.26  ,933.43  ,1287
1822  ,2.746e+06   ,548.64  ,933.43  ,1286.9
1823  ,3.138e+06   ,558.42  ,933.43  ,1284.4
1824  ,3.359e+06   ,564.55  ,933.43  ,1299.8
1825  ,3.631e+06   ,569.19  ,933.43  ,1301.1
1826  ,2.806e+06   ,571.77  ,933.43  ,1281.9
1827  ,2.234e+06   ,576.04  ,933.43  ,1301.5
1828  ,1.411e+06   ,579.22  ,933.43  ,1282.5
1829  ,7.671e+05   ,586.36  ,933.43  ,1301.8
1830  ,1.239e+06   ,601.62  ,933.43  ,1299.9
1831  ,1.111e+06   ,610.55  ,933.43  ,1301.6
1832  ,1.362e+06   ,618.56  ,933.43  ,1284.2
1833  ,1.375e+06   ,623.54  ,933.43  ,1282.4
1834  ,2.483e+06   ,627.66  ,933.43  ,1301.4
1835  ,2.939e+06   ,631.04  ,933.43  ,1281.8
1836  ,3.254e+06   ,634.82  ,933.43  ,1282.1
1837  ,3.263e+06   ,639.16  ,933.43  ,1283.4
1838  ,2.942e+06   ,646.73  ,933.43  ,1296.5
1839  ,2.759e+06   ,653.75  ,933.43  ,1287
1840  ,2.292e+06   ,663.68  ,933.43  ,1287
1841  ,1.692e+06   ,673.78  ,933.43  ,1287
1842  ,9.888e+05   ,683.93  ,933.43  ,1287
1843  ,1.655e+06   ,758.99  ,933.43  ,1297.1
1844  ,2.546e+05   ,694.09  ,933.43  ,1287
1845  ,7.620e+05   ,704.22  ,933.43  ,1287
1846  ,1.722e+06   ,714.22  ,933.43  ,1286.9
1847  ,3.093e+05   ,773.71  ,933.43  ,1297.6
1848  ,2.737e+06   ,723.83  ,933.43  ,1286.6
1849  ,3.764e+06   ,732.01  ,933.43  ,1285.9
1850  ,1.726e+05   ,780.86  ,933.43  ,1297.3
1851  ,4.755e+06   ,736.85  ,933.43  ,1282.8
1852  ,6.146e+06   ,741.27  ,933.43  ,1282.2
1853  ,6.152e+06   ,745.22  ,933.43  ,1282.2
1854  ,4.248e+06   ,749.52  ,933.43  ,1282.9
1855  ,2.112e+06   ,755.04  ,933.43  ,1283.4
1856  ,1.011e+06   ,762.42  ,933.43  ,1286.9
1857  ,8.331e+03   ,824.92  ,933.43  ,1279.9
1858  ,3.653e+05   ,772.9  ,933.43  ,1287.7
1859  ,1.227e+05   ,783.03  ,933.43  ,1287.1
1860  ,1.107e+04   ,825.34  ,933.43  ,1284.8
1861  ,9.731e+04   ,793.05  ,933.43  ,1286.8
1862  ,6.837e+03   ,825.34  ,933.43  ,1290.9
1863  ,8.566e+04   ,803.3  ,933.43  ,1287.1
1864  ,6.310e+04   ,811.65  ,933.43  ,1284
1865  ,9.699e+03   ,825.34  ,933.43  ,1287.8
1866  ,1.059e+04   ,825.34  ,933.43  ,1283.2
1867  ,1.808e+04   ,377.51  ,933.43  ,1301.4
1868  ,1.542e+04   ,377.3  ,933.43  ,1299.9
1869  ,1.485e+04   ,377.3  ,933.43  ,1298.3
1870  ,1.339e+04   ,377.3  ,933.43  ,1296.8
1871  ,1.171e+04   ,377.3  ,933.43  ,1295.3
1872  ,9.166e+03   ,377.3  ,933.43  ,1293.8
1873  ,7.252e+03   ,377.3  ,933.43  ,1292.3
1874  ,7.079e+03   ,377.3  ,933.43  ,1290.8
1875  ,8.195e+03   ,377.3  ,933.43  ,1289.3
1876  ,9.688e+03   ,377.3  ,933.43  ,1287.8
1877  ,1.077e+04   ,377.3  ,933.43  ,1286.2
1878  ,1.106e+04   ,377.3  ,933.43  ,1284.7
1879  ,1.068e+04   ,377.3  ,933.43  ,1283.2
1880  ,9.602e+03   ,377.3  ,933.43  ,1281.7
1881  ,2.936e+06   ,556.98  ,933.43  ,1291.4
1882  ,6.179e+04   ,811.15  ,933.43  ,1291.7
1883  ,2.710e+06   ,753.32  ,933.43  ,1289.6
1884  ,6.429e+04   ,392.28  ,933.43  ,1291.7
1885  ,3.128e+06   ,639.62  ,933.43  ,1291.2
1886  ,1.358e+04   ,379.31  ,933.43  ,1283.6
1887  ,1.182e+04   ,379.34  ,933.43  ,1286.9
1888  ,1.455e+04   ,379.55  ,933.43  ,1290.2
1889  ,2.373e+04   ,379.53  ,933.43  ,1293.1
1890  ,3.223e+04   ,379.68  ,933.43  ,1296.3
1891  ,3.729e+04   ,379.65  ,933.43  ,1299.3
1892  ,1.358e+04   ,823.31  ,933.43  ,1283.9
1893  ,4.373e+06   ,746.67  ,933.43  ,1289.1
1894  ,4.564e+06   ,740.35  ,933.43  ,1288.7
1895  ,3.195e+06   ,632.28  ,933.43  ,1287.9
1896  ,1.654e+06   ,624.84  ,933.43  ,1289.3
1897  ,1.133e+06   ,591.82  ,933.43  ,1296.1
1898  ,3.529e+06   ,569.18  ,933.43  ,1295.1
1899  ,3.381e+06   ,634.56  ,933.43  ,1294.7
1900  ,3.315e+06   ,629.34  ,933.43  ,1296
1901  ,4.615e+06   ,462.6  ,933.43  ,1288.4
1902  ,1.441e+06   ,622.83  ,933.43  ,1296.9
1903  ,4.200e+06   ,455.27  ,933.43  ,1288.9
1904  ,1.076e+06   ,612.21  ,933.43  ,1296.3
1905  ,1.246e+06   ,605.9  ,933.43  ,1294.2
1906  ,1.241e+06   ,597.69  ,933.43  ,1294.4
1907  ,1.019e+06   ,585.52  ,933.43  ,1296.6
1908  ,2.726e+06   ,574.61  ,933.43  ,1295.9
1909  ,3.155e+06   ,564.2  ,933.43  ,1291.7
1910  ,5.840e+04   ,387.02  ,933.43  ,1294.9
1911  ,5.341e+04   ,383.19  ,933.43  ,1298.3
1912  ,1.183e+04   ,823.31  ,933.43  ,1287
1913  ,1.527e+04   ,822.96  ,933.43  ,1290.2
1914  ,5.985e+04   ,815.75  ,933.43  ,1295.4
1915  ,5.263e+04   ,819.61  ,933.43  ,1298
1916  ,2.244e+04   ,382.08  ,933.43  ,1284.7
1917  ,4.427e+04   ,386.15  ,933.43  ,1288
1918  ,3.284e+06   ,570.28  ,933.43  ,1288
1919  ,2.051e+06   ,576.22  ,933.43  ,1287.7
1920  ,1.230e+06   ,617.7  ,933.43  ,1292.6
1921  ,2.145e+04   ,820.61  ,933.43  ,1284.7
1922  ,4.223e+04   ,816.57  ,933.43  ,1287.3
1923  ,2.338e+04   ,823.03  ,933.43  ,1292.9
1924  ,3.163e+04   ,823.01  ,933.43  ,1296.1
1925  ,3.533e+04   ,823.14  ,933.43  ,1299.2
1926  ,4.188e+04   ,820.39  ,933.43  ,1294.3
1927  ,1.405e+06   ,581.09  ,933.43  ,1292.8
1928  ,4.295e+04   ,382.46  ,933.43  ,1294.5
1929  ,4.205e+04   ,818.74  ,933.43  ,1291.3
1930  ,2.519e+04   ,820.8  ,933.43  ,1288.1
1931  ,2.517e+04   ,381.88  ,933.43  ,1288.2
1932  ,3.839e+04   ,383  ,933.43  ,1291.5
1933  ,4.394e+05   ,601.82  ,928.16  ,1296.2
1934  ,4.835e+05   ,600.82  ,928.16  ,1296.2
1935  ,1.337e+05   ,389.64  ,919.22  ,1282.9
1936  ,1.155e+05   ,389.03  ,919.67  ,1282.9
1937  ,1.003e+05   ,388.42  ,920.11  ,1282.9
1938  ,8.734e+04   ,387.81  ,920.56  ,1282.9
1939  ,7.728e+04   ,387.21  ,921  ,1282.9
1940  ,6.868e+04   ,386.6  ,921.45  ,1282.9
1941  ,6.152e+04   ,385.99  ,921.89  ,1282.9
1942  ,5.433e+04   ,385.38  ,922.34  ,1282.9
1943  ,4.835e+04   ,384.78  ,922.78  ,1282.9
1944  ,4.313e+04   ,384.17  ,923.23  ,1282.9
1945  ,3.790e+04   ,383.56  ,923.67  ,1282.9
1946  ,3.342e+04   ,382.96  ,924.12  ,1282.9
1947  ,1.370e+05   ,389.63  ,919.23  ,1283.3
1948  ,1.222e+05   ,388.91  ,919.77  ,1283.7
1949  ,1.103e+05   ,388.06  ,920.41  ,1284.3
1950  ,9.923e+04   ,387.07  ,921.15  ,1284.9
1951  ,8.712e+04   ,385.9  ,922.02  ,1285.6
1952  ,7.388e+04   ,384.51  ,923.06  ,1286.5
1953  ,6.330e+04   ,383.23  ,924.02  ,1287.3
1954  ,6.076e+04   ,382.29  ,924.71  ,1287.9
1955  ,4.413e+04   ,381.65  ,925.1  ,1284.2
1956  ,5.157e+04   ,381.65  ,925.13  ,1285
1957  ,6.293e+04   ,381.64  ,925.15  ,1285.9
1958  ,6.714e+04   ,381.63  ,925.17  ,1286.7
1959  ,7.166e+04   ,381.63  ,925.19  ,1287.5
1960  ,3.678e+04   ,382.34  ,924.58  ,1283.7
1961  ,8.666e+04   ,387.24  ,921  ,1283.7
1962  ,7.683e+04   ,386.38  ,921.63  ,1283.9
1963  ,5.940e+04   ,385.09  ,922.57  ,1283.7
1964  ,6.641e+04   ,385.7  ,922.13  ,1283.7
1965  ,5.343e+04   ,384.48  ,923.02  ,1283.7
1966  ,4.816e+04   ,383.88  ,923.46  ,1283.7
1967  ,4.246e+04   ,383.13  ,924.01  ,1283.8
1968  ,6.568e+04   ,384.75  ,922.84  ,1284.8
1969  ,4.369e+04   ,382.4  ,924.56  ,1284.6
1970  ,5.092e+04   ,382.33  ,924.63  ,1285.4
1971  ,5.842e+04   ,382.27  ,924.71  ,1287.1
1972  ,5.837e+04   ,383.21  ,924  ,1285.9
1973  ,5.670e+04   ,382.28  ,924.69  ,1286.3
1974  ,5.491e+04   ,383.54  ,923.73  ,1284.9
1975  ,7.756e+04   ,383.41  ,927.63  ,1287.5
1976  ,7.333e+04   ,383.43  ,927.63  ,1286.7
1977  ,6.642e+04   ,383.46  ,927.63  ,1285.9
1978  ,5.956e+04   ,383.48  ,927.63  ,1285
1979  ,5.068e+04   ,383.51  ,927.63  ,1284.2
1980  ,6.464e+04   ,384.07  ,927.13  ,1287.9
1981  ,6.619e+04   ,385.02  ,926.45  ,1287.3
1982  ,7.554e+04   ,386.32  ,925.51  ,1286.5
1983  ,8.783e+04   ,387.72  ,924.5  ,1285.6
1984  ,1.001e+05   ,388.9  ,923.66  ,1284.9
1985  ,1.123e+05   ,389.91  ,922.93  ,1284.3
1986  ,1.250e+05   ,390.77  ,922.31  ,1283.7
1987  ,1.396e+05   ,391.5  ,921.79  ,1283.3
1988  ,1.375e+05   ,391.51  ,921.78  ,1282.9
1989  ,1.203e+05   ,390.91  ,922.23  ,1282.9
1990  ,1.026e+05   ,390.3  ,922.67  ,1282.9
1991  ,9.028e+04   ,389.69  ,923.12  ,1282.9
1992  ,7.943e+04   ,389.09  ,923.56  ,1282.9
1993  ,6.838e+04   ,388.48  ,924.01  ,1282.9
1994  ,6.053e+04   ,387.87  ,924.46  ,1282.9
1995  ,5.351e+04   ,387.26  ,924.9  ,1282.9
1996  ,4.794e+04   ,386.66  ,925.35  ,1282.9
1997  ,4.277e+04   ,386.05  ,925.79  ,1282.9
1998  ,3.834e+04   ,385.44  ,926.24  ,1282.9
1999  ,3.461e+04   ,384.83  ,926.68  ,1282.9
2000  ,6.261e+04   ,384.06  ,927.16  ,1287.1
2001  ,3.918e+04   ,384.2  ,927.13  ,1283.7
2002  ,4.689e+04   ,385.73  ,926.01  ,1283.6
2003  ,5.400e+04   ,384.11  ,927.16  ,1285.5
2004  ,5.896e+04   ,384.09  ,927.16  ,1286.3
2005  ,5.962e+04   ,385.11  ,926.42  ,1285.7
2006  ,5.302e+04   ,386.33  ,925.57  ,1283.7
2007  ,8.629e+04   ,389.03  ,923.59  ,1283.7
2008  ,7.612e+04   ,387.94  ,924.38  ,1284.2
2009  ,6.578e+04   ,386.59  ,925.36  ,1284.8
2010  ,6.474e+04   ,387.52  ,924.7  ,1283.7
2011  ,5.868e+04   ,386.95  ,925.11  ,1283.7
2012  ,4.806e+04   ,384.31  ,927.03  ,1284.6
2013  ,4.268e+04   ,384.98  ,926.56  ,1283.7
2014  ,5.343e+04   ,385.47  ,926.18  ,1284.5
2015  ,1.292e+05   ,404.25  ,927.18  ,1282.9
2016  ,1.486e+05   ,404.25  ,926.42  ,1282.9
2017  ,1.562e+05   ,404.25  ,925.67  ,1282.9
2018  ,1.689e+05   ,404.25  ,924.91  ,1282.9
2019  ,1.711e+05   ,404.25  ,924.15  ,1282.9
2020  ,1.766e+05   ,404.25  ,923.4  ,1282.9
2021  ,1.706e+05   ,404.25  ,922.64  ,1282.9
2022  ,1.669e+05   ,404.25  ,921.89  ,1282.9
2023  ,1.739e+05   ,404.25  ,921.13  ,1282.9
2024  ,1.651e+05   ,404.25  ,920.38  ,1282.9
2025  ,1.579e+05   ,404.25  ,919.62  ,1282.9
2026  ,1.486e+05   ,404.25  ,918.87  ,1282.9
2027  ,1.398e+05   ,404.25  ,918.11  ,1282.9
2028  ,1.343e+05   ,404.25  ,917.35  ,1282.9
2029  ,1.211e+05   ,404.25  ,916.6  ,1282.9
2030  ,1.085e+05   ,404.25  ,915.84  ,1282.9
2031  ,8.735e+04   ,404.25  ,915.09  ,1282.9
2032  ,6.915e+04   ,404.25  ,914.33  ,1282.9
2033  ,2.731e+04   ,404.26  ,914.34  ,1283.3
2034  ,2.492e+04   ,404.27  ,915.24  ,1283.7
2035  ,2.772e+04   ,404.28  ,916.31  ,1284.3
2036  ,3.345e+04   ,404.29  ,917.57  ,1284.9
2037  ,4.055e+04   ,404.3  ,919.04  ,1285.7
2038  ,5.446e+04   ,404.32  ,920.77  ,1286.5
2039  ,1.046e+05   ,404.34  ,922.78  ,1287.5
2040  ,1.414e+05   ,404.35  ,924.82  ,1288.6
2041  ,1.859e+05   ,404.37  ,926.43  ,1289.4
2042  ,2.353e+05   ,404.38  ,927.59  ,1290
2043  ,3.321e+05   ,404.37  ,928.43  ,1289.6
2044  ,3.171e+05   ,404.36  ,928.43  ,1288.8
2045  ,3.122e+05   ,404.34  ,928.43  ,1288.1
2046  ,2.959e+05   ,404.33  ,928.43  ,1287.3
2047  ,2.636e+05   ,404.32  ,928.43  ,1286.5
2048  ,2.320e+05   ,404.3  ,928.43  ,1285.7
2049  ,2.067e+05   ,404.29  ,928.43  ,1285
2050  ,1.798e+05   ,404.28  ,928.43  ,1284.2
2051  ,7.116e+04   ,404.27  ,916.97  ,1283.7
2052  ,1.110e+05   ,404.27  ,927.68  ,1283.7
2053  ,1.252e+05   ,404.27  ,924.53  ,1283.7
2054  ,1.274e+05   ,404.27  ,923.78  ,1283.7
2055  ,1.317e+05   ,404.27  ,923.02  ,1283.8
2056  ,1.308e+05   ,404.27  ,921.51  ,1283.7
2057  ,1.237e+05   ,404.27  ,920.75  ,1283.7
2058  ,1.150e+05   ,404.27  ,920  ,1283.7
2059  ,1.082e+05   ,404.27  ,919.24  ,1283.7
2060  ,9.832e+04   ,404.27  ,918.49  ,1283.7
2061  ,8.397e+04   ,404.27  ,917.73  ,1283.7
2062  ,1.313e+05   ,404.27  ,922.27  ,1283.7
2063  ,1.200e+05   ,404.27  ,925.29  ,1283.7
2064  ,1.130e+05   ,404.27  ,926.04  ,1283.7
2065  ,1.019e+05   ,404.29  ,920.48  ,1284.8
2066  ,1.115e+05   ,404.3  ,922.41  ,1285.3
2067  ,1.274e+05   ,404.32  ,924.66  ,1286.5
2068  ,2.377e+05   ,404.36  ,927.6  ,1288.8
2069  ,1.767e+05   ,404.34  ,926.43  ,1287.8
2070  ,1.104e+05   ,404.27  ,926.83  ,1283.7
2071  ,2.201e+05   ,404.34  ,927.65  ,1287.8
2072  ,1.930e+05   ,404.33  ,927.55  ,1287
2073  ,1.695e+05   ,404.31  ,927.62  ,1286.1
2074  ,1.549e+05   ,404.3  ,927.62  ,1285.3
2075  ,1.296e+05   ,404.28  ,927.61  ,1284.5
2076  ,1.478e+05   ,404.31  ,926.41  ,1286.3
2077  ,1.181e+05   ,404.29  ,926.44  ,1284.9
2078  ,1.177e+05   ,404.29  ,923.84  ,1284.9
2079  ,1.171e+05   ,404.29  ,925.15  ,1284.9
2080  ,4.395e+04   ,379.82  ,927.35  ,1289.7
2081  ,4.946e+04   ,380.04  ,926.66  ,1289.4
2082  ,5.696e+04   ,380.26  ,925.96  ,1289.1
2083  ,6.064e+04   ,381.07  ,925.42  ,1288.6
2084  ,1.554e+05   ,391.08  ,917.89  ,1282.3
2085  ,1.518e+05   ,390.7  ,918.37  ,1282.6
2086  ,2.095e+05   ,391.74  ,917.88  ,1282
2087  ,2.178e+05   ,392.16  ,918.46  ,1282
2088  ,2.111e+05   ,392.58  ,919.03  ,1282
2089  ,2.191e+05   ,393  ,919.61  ,1282
2090  ,1.935e+05   ,393.42  ,920.18  ,1282
2091  ,1.539e+05   ,392.64  ,921.02  ,1282.6
2092  ,1.490e+05   ,393.22  ,920.8  ,1282.3
2093  ,6.611e+04   ,383.03  ,928.09  ,1288.6
2094  ,5.497e+04   ,380.81  ,928.7  ,1289.7
2095  ,6.750e+04   ,381.54  ,928.7  ,1289.4
2096  ,8.094e+04   ,382.27  ,928.7  ,1289.1
2097  ,4.368e+04   ,380.32  ,928.02  ,1289.7
2098  ,5.664e+04   ,380.87  ,926.42  ,1289
2099  ,1.571e+05   ,392.61  ,920.1  ,1282.3
2100  ,4.920e+04   ,382.44  ,925.74  ,1288.2
2101  ,5.619e+04   ,383.56  ,925.74  ,1287.7
2102  ,4.980e+04   ,383.12  ,926.74  ,1288.2
2103  ,1.598e+05   ,391.41  ,918.54  ,1282.3
2104  ,1.441e+05   ,391.01  ,919.21  ,1282.7
2105  ,1.159e+05   ,389.4  ,921.16  ,1283.9
2106  ,1.056e+05   ,388.54  ,921.92  ,1284.5
2107  ,1.633e+05   ,391.91  ,919.33  ,1282.4
2108  ,9.419e+04   ,387.52  ,922.77  ,1285.2
2109  ,1.340e+05   ,390.51  ,919.69  ,1283.1
2110  ,1.253e+05   ,389.93  ,920.25  ,1283.5
2111  ,8.135e+04   ,386.23  ,923.81  ,1286
2112  ,1.444e+05   ,391.91  ,920.39  ,1282.7
2113  ,4.822e+04   ,380.55  ,927.25  ,1289.4
2114  ,5.107e+04   ,381.58  ,925.99  ,1288.6
2115  ,6.825e+04   ,384.65  ,924.89  ,1287
2116  ,1.336e+05   ,391.26  ,920.77  ,1283.1
2117  ,1.260e+05   ,390.59  ,921.29  ,1283.5
2118  ,5.456e+04   ,382.63  ,927.44  ,1288.6
2119  ,6.598e+04   ,382.01  ,927.98  ,1289
2120  ,5.411e+04   ,381.12  ,928.03  ,1289.4
2121  ,5.605e+04   ,381.42  ,927.22  ,1289
2122  ,5.099e+04   ,382.07  ,926.74  ,1288.6
2123  ,5.709e+06   ,451.31  ,928.43  ,1289.6
2124  ,5.548e+06   ,451.33  ,928.43  ,1288.8
2125  ,5.244e+06   ,451.34  ,928.43  ,1288.1
2126  ,4.773e+06   ,451.36  ,928.43  ,1287.3
2127  ,4.385e+06   ,451.37  ,928.43  ,1286.5
2128  ,4.033e+06   ,451.38  ,928.43  ,1285.7
2129  ,3.516e+06   ,451.4  ,928.43  ,1285
2130  ,2.732e+06   ,451.41  ,928.43  ,1284.2
2131  ,3.633e+06   ,451.31  ,927.59  ,1290
2132  ,3.195e+06   ,451.32  ,926.41  ,1289.4
2133  ,2.544e+06   ,451.33  ,924.76  ,1288.5
2134  ,2.056e+06   ,451.35  ,922.69  ,1287.5
2135  ,1.637e+06   ,451.37  ,920.69  ,1286.5
2136  ,1.765e+06   ,451.38  ,918.98  ,1285.6
2137  ,2.096e+06   ,451.4  ,917.53  ,1284.9
2138  ,2.451e+06   ,451.41  ,916.28  ,1284.3
