Date:  17:39, Sunday, May 10, 2026
Model name: assembly droit firxed for 10mm
Study name: Static 1(-Default-)
Plot type: Static nodal stress Stress1
Result Type: von Mises 


Node  ,Value (N/m^2)  ,X (mm)  ,Y (mm)  ,Z (mm)
36356  ,1.556e+06   ,751.21  ,917.96  ,1283.3
36357  ,1.554e+06   ,751.54  ,918.03  ,1283.2
36358  ,1.615e+06   ,751.55  ,918.33  ,1283.8
36359  ,1.669e+06   ,751.55  ,917.88  ,1283.6
36360  ,1.951e+04   ,821.5  ,920.73  ,1284
36361  ,2.434e+04   ,821.41  ,920.45  ,1283.4
36362  ,1.856e+04   ,821.73  ,920.41  ,1283.2
36363  ,2.828e+04   ,821.49  ,921.05  ,1282.9
36364  ,2.644e+04   ,821.66  ,921.59  ,1282.9
36365  ,1.767e+04   ,821.95  ,921.34  ,1281.8
36366  ,2.644e+04   ,820.55  ,920.74  ,1281.6
36367  ,1.361e+04   ,749.44  ,902.27  ,1286.2
36368  ,1.170e+04   ,748.71  ,901.92  ,1286
36369  ,2.397e+04   ,749.57  ,902.06  ,1285
36370  ,1.449e+04   ,749.04  ,901.34  ,1286
36371  ,1.442e+04   ,748.83  ,901.69  ,1284.9
36372  ,2.757e+05   ,772.71  ,922.04  ,1281.8
36373  ,2.320e+05   ,773.38  ,922.44  ,1282
36374  ,2.531e+05   ,773.44  ,922.01  ,1282.2
36375  ,1.006e+06   ,753.65  ,928.21  ,1284.5
36376  ,1.342e+06   ,752.12  ,927.82  ,1283.1
36377  ,1.579e+06   ,752.01  ,928.27  ,1283.6
36378  ,5.018e+04   ,382.29  ,927.63  ,1287.9
36379  ,1.465e+02   ,750.98  ,901.49  ,1296.1
36380  ,1.431e+02   ,750.35  ,902.16  ,1296.7
36381  ,5.820e+01   ,750.27  ,901.09  ,1297.2
36382  ,4.786e+04   ,383.15  ,927  ,1286.2
36383  ,4.822e+04   ,383.18  ,926.66  ,1286.2
36384  ,5.146e+04   ,383.41  ,926.9  ,1286.1
36385  ,3.639e+04   ,382.13  ,926.5  ,1286.1
36386  ,3.926e+04   ,381.96  ,926.12  ,1286.3
36387  ,4.001e+04   ,381.86  ,925.76  ,1286.1
36388  ,2.737e+05   ,773.21  ,921.7  ,1283.3
36389  ,2.570e+05   ,773.21  ,921.32  ,1283.3
36390  ,3.447e+05   ,773.21  ,921.51  ,1282.9
36391  ,2.549e+05   ,773.55  ,921.57  ,1283
36392  ,2.176e+05   ,773.56  ,921.38  ,1283.4
36393  ,2.469e+05   ,773.55  ,921.2  ,1283
36394  ,3.304e+01   ,753.8  ,901.04  ,1301.2
36395  ,2.933e+01   ,755.3  ,901.07  ,1301.7
36396  ,1.873e+01   ,754.36  ,900.72  ,1301
36397  ,6.218e+01   ,753.84  ,901.06  ,1300
36398  ,5.600e+01   ,754.72  ,901.58  ,1300.7
36399  ,4.336e+01   ,755.33  ,901.09  ,1300.5
36400  ,8.434e+03   ,825.21  ,923.72  ,1282.3
36401  ,4.719e+03   ,824.27  ,925.05  ,1281.2
36402  ,8.318e+03   ,824.71  ,922.87  ,1282.6
36403  ,5.504e+03   ,823.91  ,924.87  ,1282.6
36404  ,4.616e+03   ,823.77  ,924.2  ,1281.6
36405  ,7.286e+03   ,755.37  ,907.51  ,1289.3
36406  ,5.624e+03   ,754.44  ,907.1  ,1288.4
36407  ,2.094e+03   ,755.44  ,906.41  ,1289.3
36408  ,3.265e+03   ,755.44  ,906.41  ,1290.4
36409  ,1.998e+03   ,754.44  ,907.1  ,1289.5
36410  ,8.929e+03   ,754.61  ,906.14  ,1289.5
36411  ,9.130e+05   ,449.42  ,928.65  ,1287.3
36412  ,1.358e+06   ,449.05  ,929.27  ,1285.9
36413  ,1.422e+06   ,448.94  ,928.86  ,1286.5
36414  ,1.542e+06   ,450.37  ,928.74  ,1287.5
36415  ,4.329e+01   ,751.79  ,901.04  ,1302.3
36416  ,2.559e+01   ,751.86  ,900.44  ,1302.1
36417  ,1.830e+01   ,752.8  ,900.09  ,1302.5
36418  ,2.663e+01   ,751.64  ,900.89  ,1303
36419  ,2.229e+01   ,750.69  ,901.23  ,1302.5
36420  ,2.642e+01   ,751.65  ,900.11  ,1302.8
36421  ,8.020e+05   ,449.05  ,927.69  ,1288.2
36422  ,4.508e+04   ,416.04  ,930.68  ,1279.9
36423  ,1.128e+05   ,418  ,927.93  ,1281.9
36424  ,1.235e+05   ,417.71  ,928.53  ,1282
36425  ,1.226e+05   ,418.29  ,928.53  ,1282
36426  ,7.742e+05   ,449.47  ,928.41  ,1288.6
36427  ,8.955e+05   ,449.3  ,928.61  ,1288.9
36428  ,9.788e+05   ,449.27  ,928.69  ,1288.5
36429  ,2.002e+06   ,448.95  ,929.23  ,1288.5
36430  ,8.666e+04   ,385.9  ,912.77  ,1281.9
36431  ,7.293e+04   ,386.45  ,912.74  ,1281.9
36432  ,5.574e+04   ,386.04  ,911.88  ,1281.9
36433  ,5.380e+04   ,386.37  ,912.18  ,1281
36434  ,6.210e+04   ,386.78  ,913.04  ,1281
36435  ,6.327e+04   ,386.9  ,912.16  ,1281
36436  ,1.724e+04   ,384.84  ,910.73  ,1280.1
36437  ,1.406e+04   ,384.5  ,910.62  ,1281.1
36438  ,2.487e+04   ,385.26  ,911.05  ,1280.8
36439  ,1.899e+04   ,384.23  ,911.59  ,1281.3
36440  ,1.538e+05   ,771.05  ,931.43  ,1305.2
36441  ,3.317e+05   ,773.82  ,933.43  ,1305.2
36442  ,1.862e+05   ,774.69  ,931.43  ,1305.2
36443  ,5.085e+05   ,773.54  ,929.43  ,1303.1
36444  ,8.876e+04   ,772.67  ,931.43  ,1303.1
36445  ,1.138e+05   ,776.31  ,931.43  ,1303.1
36446  ,7.303e+04   ,386.61  ,911.87  ,1280.3
36447  ,4.055e+04   ,385.78  ,911.55  ,1281.2
36448  ,4.953e+04   ,385.24  ,911.97  ,1281.5
36449  ,4.821e+04   ,386.12  ,912.23  ,1280.6
36450  ,3.785e+04   ,385.53  ,911.61  ,1280.7
36451  ,1.289e+02   ,756.98  ,905.46  ,1297.9
36452  ,2.328e+02   ,756.98  ,905.46  ,1296.2
36453  ,1.740e+02   ,757.29  ,903.82  ,1297
36454  ,6.742e+01   ,756.47  ,904.18  ,1297.4
36455  ,1.088e+02   ,756.47  ,904.18  ,1295.7
36456  ,1.496e+06   ,450.6  ,917.49  ,1282.5
36457  ,1.514e+06   ,451.05  ,917.22  ,1282.4
36458  ,1.830e+04   ,746.56  ,897.05  ,1281.2
36459  ,2.241e+04   ,746.59  ,897.04  ,1280.2
36460  ,1.906e+04   ,745.94  ,897.46  ,1280.9
36461  ,2.612e+04   ,746.75  ,897.74  ,1281.3
36462  ,6.518e+05   ,450.01  ,918.49  ,1280.8
36463  ,1.011e+06   ,450.8  ,918.53  ,1281.4
36464  ,8.192e+05   ,450.87  ,919.01  ,1280.7
36465  ,1.035e+06   ,450.84  ,918.83  ,1281.5
36466  ,8.722e+05   ,754.44  ,897.45  ,1281.9
36467  ,4.596e+05   ,753.9  ,896.9  ,1281.9
36468  ,9.635e+05   ,753.75  ,897.45  ,1281.9
36469  ,9.383e+05   ,754.13  ,897.87  ,1281.5
36470  ,3.673e+05   ,754.29  ,897.32  ,1281.5
36471  ,3.723e+05   ,753.59  ,897.32  ,1281.5
36472  ,1.074e+06   ,450.7  ,919.78  ,1282.2
36473  ,1.020e+06   ,450.48  ,919.54  ,1282
36474  ,5.496e+03   ,750.55  ,900.84  ,1287.3
36475  ,8.322e+03   ,749.45  ,900.81  ,1286.7
36476  ,9.120e+01   ,750.37  ,902.14  ,1297.8
36477  ,1.043e+02   ,749.97  ,902.96  ,1297.4
36478  ,4.964e+01   ,749.77  ,901.82  ,1297.9
36479  ,1.192e+04   ,755.7  ,901.62  ,1286.7
36480  ,3.909e+03   ,754.61  ,901.49  ,1287.2
36481  ,3.938e+03   ,755.7  ,901.62  ,1287.8
36482  ,8.870e+03   ,756.21  ,902.37  ,1287.3
36483  ,1.348e+04   ,755.24  ,902.16  ,1286.7
36484  ,7.601e+03   ,755.24  ,902.16  ,1287.8
36485  ,2.653e+01   ,750.8  ,901.64  ,1303.4
36486  ,3.141e+01   ,751.67  ,901.09  ,1303.8
36487  ,1.686e+01   ,750.59  ,901.32  ,1304.1
36488  ,1.252e+06   ,450.71  ,919.34  ,1282.8
36489  ,4.267e+04   ,818.22  ,918.36  ,1281.3
36490  ,5.721e+04   ,818.57  ,918.54  ,1281.9
36491  ,3.657e+04   ,819.04  ,919.44  ,1281.3
36492  ,2.718e+04   ,818  ,919.22  ,1280.7
36493  ,3.986e+04   ,818.35  ,919.39  ,1281.3
36494  ,7.101e+04   ,815.48  ,918.01  ,1281.5
36495  ,4.286e+04   ,816.25  ,918.38  ,1280.9
36496  ,5.876e+04   ,816.43  ,917.77  ,1281.3
36497  ,5.020e+04   ,815.7  ,917.66  ,1280.9
36498  ,3.906e+04   ,816.64  ,917.43  ,1280.7
36499  ,2.755e+04   ,752.48  ,900.11  ,1284.8
36500  ,3.387e+04   ,752.75  ,899.32  ,1284.6
36501  ,2.616e+04   ,753.07  ,900.11  ,1284.8
36502  ,1.751e+04   ,752.34  ,900.14  ,1285.7
36503  ,2.292e+04   ,752.03  ,899.38  ,1285.5
36504  ,1.844e+04   ,752.61  ,899.32  ,1285.5
36505  ,1.684e+05   ,752.79  ,899.83  ,1282.6
36506  ,9.686e+04   ,752.77  ,900.09  ,1283.1
36507  ,1.286e+05   ,752.16  ,900.55  ,1282.6
36508  ,1.582e+05   ,752.16  ,899.51  ,1282.3
36509  ,9.064e+04   ,752.14  ,899.77  ,1282.8
36510  ,9.906e+03   ,815.31  ,918.61  ,1279.5
36511  ,1.072e+04   ,816.25  ,918.37  ,1279.3
36512  ,9.283e+03   ,816.21  ,919.3  ,1279.5
36513  ,4.551e+04   ,816.2  ,919.31  ,1281.1
36514  ,3.493e+04   ,817.14  ,919.08  ,1280.9
36515  ,1.473e+04   ,817.44  ,915.33  ,1279.2
36516  ,2.744e+04   ,817.72  ,917.01  ,1280.6
36517  ,1.595e+04   ,816.9  ,916.46  ,1279.3
36518  ,9.888e+03   ,816.35  ,915.75  ,1279.3
36519  ,3.525e+04   ,817.17  ,916.29  ,1280.6
36520  ,7.944e+04   ,816.57  ,917.36  ,1281.9
36521  ,5.245e+04   ,817.34  ,917.72  ,1281.3
36522  ,6.019e+04   ,816.79  ,917.01  ,1281.3
36523  ,3.354e+05   ,579.46  ,920.82  ,1286.6
36524  ,6.881e+05   ,579.57  ,920.07  ,1286.2
36525  ,3.894e+05   ,581.71  ,920.82  ,1285.3
36526  ,5.657e+05   ,579.83  ,920.07  ,1288.9
36527  ,2.382e+05   ,582.08  ,920.07  ,1287.6
36528  ,4.847e+04   ,817.49  ,919.25  ,1281.5
36529  ,4.888e+04   ,817.03  ,919.85  ,1281.5
36530  ,3.668e+01   ,391.94  ,891.94  ,1303.8
36531  ,2.286e+02   ,391.2  ,891.71  ,1303.3
36532  ,4.029e+02   ,390.98  ,892.42  ,1303.3
36533  ,1.487e+02   ,392.05  ,891.98  ,1302.5
36534  ,1.126e+02   ,392.27  ,891.26  ,1302.5
36535  ,2.804e+02   ,391.31  ,891.74  ,1302.1
36536  ,1.194e+05   ,401.64  ,929.32  ,1282.8
36537  ,1.413e+05   ,401.38  ,929  ,1282.4
36538  ,1.257e+05   ,400.96  ,929.32  ,1282.8
36539  ,7.624e+04   ,401.11  ,929.62  ,1282.3
36540  ,9.178e+04   ,401.53  ,929.4  ,1281.8
36541  ,9.615e+04   ,400.85  ,929.41  ,1281.8
36542  ,4.864e+04   ,817.87  ,916.59  ,1281.2
36543  ,7.071e+01   ,395.54  ,865.8  ,1302.9
36544  ,1.915e+01   ,396.32  ,866.47  ,1301.5
36545  ,1.042e+02   ,397.49  ,866.8  ,1303.8
36546  ,7.388e+01   ,396.05  ,864.17  ,1303.4
36547  ,1.459e+02   ,394.88  ,863.83  ,1301.1
36548  ,1.841e+01   ,396.84  ,864.84  ,1302.1
36549  ,2.115e+05   ,774.01  ,924.83  ,1283.8
36550  ,4.890e+01   ,449.85  ,907.54  ,1302.5
36551  ,4.787e+01   ,450.57  ,908.26  ,1303.6
36552  ,2.956e+01   ,450.55  ,907.43  ,1303.8
36553  ,5.220e+01   ,450.8  ,906.61  ,1302.3
36554  ,4.358e+01   ,450.76  ,907.23  ,1302
36555  ,1.846e+01   ,451.45  ,907.12  ,1303.4
36556  ,1.155e+05   ,775.56  ,925.95  ,1284
36557  ,1.468e+05   ,774.98  ,926  ,1284.2
36558  ,1.398e+05   ,775.16  ,925.53  ,1284.1
36559  ,1.922e+05   ,773.96  ,926.02  ,1283
36560  ,1.436e+05   ,774.23  ,925.93  ,1282.8
36561  ,2.399e+01   ,452.72  ,906.16  ,1304.9
36562  ,2.114e+01   ,452.41  ,906.52  ,1303.2
36563  ,3.259e+01   ,453.22  ,906.79  ,1303.2
36564  ,4.430e+01   ,453.05  ,905.65  ,1303.9
36565  ,3.829e+01   ,452.32  ,905.42  ,1303.9
36566  ,3.114e+01   ,452.74  ,906  ,1302.2
36567  ,7.814e+01   ,449.84  ,906.77  ,1301.6
36568  ,4.924e+01   ,449.85  ,907.54  ,1301.4
36569  ,4.772e+01   ,450.8  ,906.61  ,1301.2
36570  ,4.192e+05   ,447.4  ,900.76  ,1281.9
36571  ,6.780e+05   ,446.55  ,900.11  ,1281.8
36572  ,5.748e+05   ,447.19  ,900.84  ,1281.3
36573  ,3.799e+05   ,448.28  ,900.58  ,1281.6
36574  ,4.054e+05   ,447.64  ,899.86  ,1282.1
36575  ,5.363e+05   ,447.43  ,899.94  ,1281.4
36576  ,1.660e+04   ,823.66  ,929.55  ,1296.4
36577  ,1.572e+04   ,823.66  ,929.55  ,1295.8
36578  ,3.584e+04   ,823.37  ,928.87  ,1296.2
36579  ,2.580e+04   ,823.16  ,929.46  ,1296.2
36580  ,1.917e+04   ,823.45  ,930.15  ,1295.8
36581  ,2.557e+04   ,823.16  ,929.46  ,1295.6
36582  ,1.884e+05   ,471.66  ,931.43  ,1293
36583  ,3.322e+06   ,472.94  ,929.43  ,1294.2
36584  ,2.504e+05   ,468.66  ,931.43  ,1293.2
36585  ,3.567e+06   ,471.74  ,929.43  ,1291
36586  ,3.592e+06   ,469.94  ,929.43  ,1294.5
36587  ,1.789e+04   ,823.45  ,929.97  ,1295
36588  ,7.012e+01   ,448.3  ,906.93  ,1301
36589  ,3.218e+01   ,448.19  ,908  ,1301.9
36590  ,4.642e+01   ,449.75  ,907.54  ,1299.7
36591  ,4.172e+01   ,448.09  ,907.96  ,1300.2
36592  ,3.189e+01   ,449.76  ,908.32  ,1300.6
36593  ,1.045e+05   ,451.44  ,899.48  ,1282.8
36594  ,1.130e+05   ,451.01  ,899.33  ,1282.8
36595  ,7.976e+04   ,451.32  ,899.85  ,1282.9
36596  ,1.139e+05   ,451.78  ,899.76  ,1282.3
36597  ,1.265e+05   ,451.35  ,899.59  ,1282.3
36598  ,2.901e+05   ,448.89  ,901.02  ,1282.1
36599  ,2.781e+05   ,448.89  ,901.02  ,1281
36600  ,1.613e+05   ,449.84  ,900.87  ,1281.7
36601  ,1.929e+05   ,449.18  ,900.27  ,1282.3
36602  ,2.104e+05   ,449.18  ,900.27  ,1281.2
36603  ,1.578e+04   ,823.66  ,929.55  ,1295.3
36604  ,3.387e+04   ,823.37  ,928.87  ,1295.1
36605  ,1.277e+04   ,822.9  ,930.98  ,1294.2
36606  ,1.148e+04   ,822.23  ,931.34  ,1294.7
36607  ,1.308e+04   ,823.1  ,930.93  ,1295.2
36608  ,3.118e+04   ,821.7  ,930.16  ,1295.4
36609  ,2.547e+04   ,821.99  ,930.33  ,1296.4
36610  ,3.738e+04   ,822.57  ,929.75  ,1295.9
36611  ,1.215e+04   ,822.37  ,930.64  ,1296.1
36612  ,6.953e+06   ,450.92  ,910.18  ,1281.9
36613  ,2.845e+06   ,451.47  ,910.26  ,1281.4
36614  ,3.248e+06   ,450.14  ,910.33  ,1281.2
36615  ,2.688e+06   ,450.44  ,910.74  ,1281.2
36616  ,9.743e+05   ,450.69  ,910.41  ,1280.7
36617  ,2.524e+05   ,451.25  ,898.72  ,1281.6
36618  ,1.790e+05   ,450.87  ,899.11  ,1281.8
36619  ,1.549e+05   ,451.45  ,899.23  ,1281.3
36620  ,8.404e+04   ,797.32  ,929  ,1286.1
36621  ,9.139e+04   ,797.49  ,929.34  ,1286.7
36622  ,6.426e+04   ,795.92  ,928.37  ,1288.7
36623  ,2.553e+05   ,425.62  ,915.71  ,1282
36624  ,2.180e+05   ,425.68  ,915.15  ,1281.8
36625  ,2.224e+05   ,425.34  ,915.35  ,1281.7
36626  ,1.708e+05   ,425.54  ,916.1  ,1281.5
36627  ,1.701e+05   ,425.88  ,915.9  ,1281.7
36628  ,1.119e+05   ,797.15  ,928.18  ,1289
36629  ,1.192e+05   ,797.2  ,927.77  ,1289.2
36630  ,8.886e+04   ,796.9  ,928.06  ,1288.6
36631  ,5.773e+04   ,796.13  ,928.17  ,1288.8
36632  ,6.269e+04   ,796.07  ,928.04  ,1288.4
36633  ,6.146e+04   ,796.44  ,928.13  ,1288.6
36634  ,3.854e+04   ,450.43  ,900.17  ,1284.2
36635  ,8.058e+04   ,450.43  ,900.17  ,1283.1
36636  ,9.937e+04   ,449.84  ,900.87  ,1283.9
36637  ,6.095e+04   ,450.89  ,901.06  ,1284.4
36638  ,4.646e+04   ,451.4  ,900.54  ,1283.6
36639  ,1.033e+05   ,450.89  ,901.06  ,1283.3
36640  ,1.690e+05   ,452.39  ,899  ,1282
36641  ,1.214e+05   ,452.35  ,899.58  ,1282.4
36642  ,1.212e+05   ,452.78  ,899.31  ,1282
36643  ,1.240e+05   ,452.49  ,899.54  ,1281.9
36644  ,1.624e+05   ,773.8  ,922.55  ,1282.3
36645  ,1.849e+05   ,774  ,922.72  ,1282.6
36646  ,1.137e+05   ,775.67  ,923.21  ,1282.7
36647  ,7.844e+05   ,457.31  ,906.22  ,1279.1
36648  ,6.040e+05   ,456.12  ,906.33  ,1279.1
36649  ,4.878e+05   ,456.12  ,906.11  ,1277.9
36650  ,4.876e+05   ,457.31  ,905.36  ,1279
36651  ,9.710e+05   ,457.31  ,905.57  ,1280.1
36652  ,3.864e+05   ,456.12  ,905.46  ,1279
36653  ,2.146e+05   ,771.8  ,919.85  ,1281.9
36654  ,2.172e+05   ,771.8  ,920.23  ,1281.9
36655  ,1.134e+05   ,771.52  ,919.52  ,1281.2
36656  ,9.589e+04   ,771.11  ,919.71  ,1281.2
36657  ,1.164e+05   ,771.52  ,919.9  ,1281.2
36658  ,1.301e+05   ,776.24  ,922.2  ,1282
36659  ,1.228e+05   ,776.01  ,922.29  ,1282.5
36660  ,1.180e+05   ,775.76  ,922.06  ,1282.4
36661  ,1.212e+05   ,775.98  ,921.96  ,1282
36662  ,1.184e+04   ,382.7  ,928.38  ,1281.1
36663  ,7.400e+03   ,447.4  ,902.16  ,1287.9
36664  ,1.254e+04   ,447.4  ,902.16  ,1286.8
36665  ,1.104e+04   ,446.99  ,901.53  ,1286.8
36666  ,2.993e+03   ,446.99  ,901.53  ,1287.9
36667  ,6.889e+03   ,446.48  ,902.28  ,1287.4
36668  ,2.193e+04   ,382.7  ,928.09  ,1282.9
36669  ,2.440e+04   ,382.56  ,927.89  ,1283.3
36670  ,2.082e+02   ,448.68  ,900.42  ,1293.6
36671  ,8.266e+02   ,447.25  ,901.16  ,1291.7
36672  ,2.088e+02   ,449.17  ,900.42  ,1292.3
36673  ,4.700e+05   ,447.37  ,906.59  ,1282.4
36674  ,5.764e+05   ,447.35  ,906.88  ,1281.9
36675  ,7.385e+05   ,447.19  ,906.02  ,1281.8
36676  ,3.793e+04   ,446.89  ,903.82  ,1286.1
36677  ,2.855e+04   ,447.01  ,902.99  ,1286.3
36678  ,1.571e+04   ,446.89  ,903.82  ,1287.2
36679  ,2.338e+04   ,446.18  ,904.23  ,1286.8
36680  ,4.058e+04   ,446.18  ,903.4  ,1285.8
36681  ,1.916e+04   ,446.18  ,903.4  ,1286.9
36682  ,1.147e+06   ,446.36  ,899.56  ,1281.5
36683  ,7.068e+05   ,446.81  ,899.64  ,1281.1
36684  ,1.051e+06   ,446.83  ,899  ,1281.5
36685  ,8.173e+05   ,446.51  ,899.08  ,1280.7
36686  ,4.463e+05   ,446.49  ,899.72  ,1280.3
36687  ,4.468e+05   ,446.96  ,899.16  ,1280.4
36688  ,7.446e+04   ,452.38  ,899.98  ,1282.9
36689  ,8.505e+04   ,451.97  ,899.7  ,1282.8
36690  ,7.170e+04   ,451.86  ,900.07  ,1282.9
36691  ,1.012e+05   ,452.19  ,900.06  ,1282.4
36692  ,6.346e+03   ,375.46  ,930  ,1284.7
36693  ,5.811e+03   ,375.94  ,930.42  ,1284
36694  ,5.678e+03   ,375.58  ,929.96  ,1283.7
36695  ,6.292e+03   ,375.16  ,930.81  ,1283.9
36696  ,1.135e+06   ,444.39  ,905.02  ,1279.4
36697  ,1.048e+06   ,444.83  ,903.95  ,1280.5
36698  ,1.177e+06   ,445.03  ,904.8  ,1278.9
36699  ,1.186e+06   ,444.82  ,905.49  ,1279.5
36700  ,1.183e+06   ,444.63  ,904.63  ,1281
36701  ,1.025e+06   ,445.27  ,904.41  ,1280.6
36702  ,5.006e+01   ,446.89  ,903.87  ,1302.9
36703  ,3.105e+01   ,447.03  ,904.7  ,1301.8
36704  ,3.173e+01   ,446.9  ,903.68  ,1301.7
36705  ,3.066e+01   ,446.2  ,903.34  ,1302.4
36706  ,1.337e+01   ,446.22  ,904.35  ,1302.4
36707  ,2.020e+01   ,446.16  ,904.17  ,1301.3
36708  ,3.230e+01   ,449.13  ,907.43  ,1303.8
36709  ,2.713e+01   ,449.84  ,908.32  ,1304.9
36710  ,4.676e+01   ,449.14  ,908.26  ,1303.6
36711  ,5.900e+01   ,446.19  ,903.35  ,1297.4
36712  ,2.175e+02   ,445.34  ,903.82  ,1297
36713  ,1.461e+02   ,446.19  ,903.35  ,1295.7
36714  ,8.663e+01   ,446.78  ,901.83  ,1296.7
36715  ,7.357e+01   ,445.65  ,902.19  ,1298
36716  ,1.899e+02   ,445.65  ,902.19  ,1296.3
36717  ,1.380e+05   ,406.55  ,916.65  ,1282.7
36718  ,1.451e+05   ,406.56  ,916.15  ,1282.9
36719  ,1.515e+05   ,406.65  ,916.75  ,1283.1
36720  ,8.673e+04   ,405.04  ,917.56  ,1281.5
36721  ,1.165e+05   ,404.65  ,917.57  ,1282.1
36722  ,8.526e+04   ,405.1  ,917.65  ,1282
36723  ,9.920e+04   ,403.69  ,915.63  ,1280.9
36724  ,1.201e+05   ,404.48  ,915.72  ,1281.6
36725  ,1.111e+05   ,404.54  ,916.32  ,1281.4
36726  ,2.247e+05   ,632.57  ,931.43  ,1289.1
36727  ,3.161e+06   ,632.82  ,929.43  ,1289.4
36728  ,2.494e+05   ,632.53  ,931.43  ,1288.2
36729  ,2.004e+05   ,633.94  ,931.43  ,1288.8
36730  ,3.149e+06   ,634.23  ,929.43  ,1290
36731  ,3.114e+06   ,634.2  ,929.43  ,1289.1
36732  ,4.261e+01   ,452.27  ,906.64  ,1300.4
36733  ,1.043e+02   ,452.29  ,905.47  ,1298.8
36734  ,5.205e+01   ,452.78  ,905.88  ,1299.8
36735  ,1.783e+01   ,452.8  ,905.83  ,1301
36736  ,4.959e+01   ,452.32  ,905.42  ,1300
36737  ,6.924e+01   ,452.69  ,904.58  ,1299.4
36738  ,2.682e+05   ,407.39  ,915.44  ,1282.2
36739  ,2.547e+05   ,407.4  ,915.77  ,1282.2
36740  ,2.134e+05   ,407.23  ,915.49  ,1281.9
36741  ,3.506e+05   ,631.55  ,931.43  ,1288.7
36742  ,3.093e+06   ,631.8  ,929.43  ,1288.9
36743  ,3.179e+06   ,631.84  ,929.43  ,1289.9
36744  ,8.009e+05   ,449.47  ,928.5  ,1288.1
36745  ,2.186e+04   ,388.85  ,931.91  ,1280.3
36746  ,3.436e+04   ,390.99  ,930.12  ,1282.1
36747  ,1.092e+06   ,449.76  ,928.54  ,1290.2
36748  ,1.567e+06   ,448.74  ,928.29  ,1289.5
36749  ,2.244e+06   ,448.55  ,928.64  ,1289.9
36750  ,2.227e+06   ,448.71  ,928.95  ,1289.8
36751  ,2.283e+06   ,448.45  ,929.02  ,1289.6
36752  ,2.644e+06   ,448.33  ,928.73  ,1289.7
36753  ,2.317e+06   ,448.47  ,928.92  ,1290
36754  ,1.762e+01   ,453.96  ,905.63  ,1301.7
36755  ,2.920e+01   ,453.96  ,905.63  ,1300
36756  ,3.208e+01   ,454.34  ,903.82  ,1300.3
36757  ,5.377e+01   ,453.53  ,904.17  ,1301.3
36758  ,3.781e+01   ,453.53  ,904.17  ,1299.6
36759  ,1.906e+06   ,751.21  ,916.78  ,1283.3
36760  ,2.098e+06   ,751.66  ,916.65  ,1283.5
36761  ,2.053e+06   ,751.65  ,916.47  ,1283.1
36762  ,1.873e+06   ,751.66  ,916.73  ,1282.9
36763  ,1.915e+06   ,751.66  ,916.91  ,1283.3
36764  ,1.169e+03   ,386.77  ,904.67  ,1302.9
36765  ,5.137e+02   ,384.97  ,904.66  ,1302.4
36766  ,5.518e+02   ,385.59  ,903.37  ,1301.3
36767  ,5.354e+01   ,449.84  ,906.77  ,1303.8
36768  ,1.772e+01   ,448.71  ,906.54  ,1303.8
36769  ,4.753e+01   ,448.71  ,906.54  ,1304.9
36770  ,4.981e+01   ,449.13  ,907.43  ,1304.9
36771  ,1.788e+01   ,448.09  ,906.99  ,1304.9
36772  ,2.715e+04   ,448.03  ,906.14  ,1287.2
36773  ,3.584e+04   ,447  ,906.13  ,1286.7
36774  ,1.317e+04   ,447  ,906.13  ,1287.8
36775  ,2.577e+04   ,447.6  ,906.79  ,1287.2
36776  ,5.355e+04   ,447.6  ,906.79  ,1286.1
36777  ,2.836e+04   ,446.51  ,906.84  ,1286.6
36778  ,1.837e+03   ,387.51  ,906.01  ,1299.2
36779  ,1.510e+03   ,386.32  ,904.7  ,1297.6
36780  ,3.017e+06   ,448.28  ,917.27  ,1284.3
36781  ,2.723e+06   ,448.27  ,917.35  ,1283.7
36782  ,2.940e+06   ,448.28  ,917.65  ,1284.3
36783  ,2.883e+06   ,448.68  ,917.46  ,1284.5
36784  ,2.703e+06   ,448.67  ,917.16  ,1283.8
36785  ,1.203e+05   ,431.53  ,931.43  ,1299.2
36786  ,5.282e+05   ,431.73  ,929.43  ,1299.5
36787  ,7.441e+04   ,429.91  ,931.43  ,1297.8
36788  ,9.070e+04   ,431.14  ,931.43  ,1297.4
36789  ,5.866e+05   ,432.96  ,929.43  ,1299.1
36790  ,4.526e+05   ,431.34  ,929.43  ,1297.7
36791  ,3.218e+05   ,445.05  ,931.43  ,1298.9
36792  ,1.814e+06   ,443.95  ,929.43  ,1299.5
36793  ,1.836e+05   ,443.68  ,931.43  ,1297.4
36794  ,2.541e+05   ,445.03  ,931.43  ,1297
36795  ,2.099e+06   ,445.31  ,929.43  ,1299.1
36796  ,1.764e+06   ,443.93  ,929.43  ,1297.6
36797  ,5.193e+03   ,386.88  ,907.59  ,1299
36798  ,6.850e+03   ,385.95  ,907.87  ,1298.6
36799  ,4.102e+03   ,385.56  ,907.03  ,1299.3
36800  ,1.442e+04   ,823.89  ,927.15  ,1291.5
36801  ,9.320e+05   ,756.05  ,929.78  ,1284.7
36802  ,8.480e+05   ,756.54  ,929.99  ,1285.9
36803  ,7.090e+05   ,756.88  ,929.86  ,1283.9
36804  ,7.165e+05   ,756.37  ,930.21  ,1284.2
36805  ,2.804e+03   ,384.91  ,906.93  ,1300.5
36806  ,4.436e+03   ,384.76  ,907.94  ,1299.2
