Date:  17:47, Sunday, May 10, 2026
Model name: assembly droit firxed for 10mm
Study name: Static 2 – Side impact(-Default-)
Plot type: Static nodal stress Stress1
Result Type: von Mises 


Node  ,Value (N/m^2)  ,X (mm)  ,Y (mm)  ,Z (mm)
22344  ,6.112e+06   ,379.01  ,927.48  ,1299
22345  ,3.534e+06   ,378.58  ,926.44  ,1299
22346  ,7.237e+05   ,377.63  ,926.57  ,1299
22347  ,3.571e+06   ,378.58  ,926.44  ,1298.5
22348  ,1.887e+06   ,378.6  ,927.74  ,1290.5
22349  ,2.263e+06   ,378.89  ,927.94  ,1290.3
22350  ,2.499e+06   ,378.97  ,927.53  ,1290.1
22351  ,1.552e+06   ,378.43  ,927.51  ,1290.3
22352  ,1.861e+06   ,378.72  ,927.71  ,1290.1
22353  ,2.471e+06   ,379.31  ,927.32  ,1289.8
22354  ,3.210e+06   ,379.44  ,927.56  ,1290
22355  ,2.472e+06   ,379.46  ,927.62  ,1289.7
22356  ,2.007e+06   ,378.95  ,927.59  ,1289.8
22357  ,2.512e+06   ,379.12  ,927.83  ,1290
22358  ,2.026e+02   ,816.2  ,929.45  ,1279.9
22359  ,4.574e+02   ,814.09  ,929.23  ,1281.3
22360  ,2.616e+02   ,815.34  ,928.3  ,1279.3
22361  ,2.286e+02   ,816.47  ,928.23  ,1279.5
22362  ,5.066e+02   ,815.23  ,929.16  ,1281.5
22363  ,5.766e+02   ,814.37  ,928.01  ,1281
22364  ,1.318e+06   ,378.26  ,927.02  ,1289.2
22365  ,1.039e+06   ,378.1  ,926.26  ,1289.8
22366  ,1.742e+06   ,378.74  ,926.81  ,1289.6
22367  ,1.407e+06   ,378.32  ,927.5  ,1289.5
22368  ,1.062e+06   ,378.15  ,926.73  ,1290.1
22369  ,2.222e+06   ,378.54  ,927.6  ,1290.8
22370  ,2.847e+06   ,378.9  ,927.39  ,1290.4
22371  ,3.048e+06   ,378.89  ,927.04  ,1290.7
22372  ,1.743e+06   ,378.42  ,927.16  ,1290.7
22373  ,2.215e+06   ,378.78  ,926.95  ,1290.2
22374  ,3.282e+06   ,379.41  ,926.84  ,1289.6
22375  ,2.476e+06   ,379.06  ,926.58  ,1289.6
22376  ,3.087e+06   ,379.11  ,927.06  ,1289.9
22377  ,2.221e+06   ,379.09  ,927.07  ,1289.6
22378  ,3.187e+06   ,379.01  ,927.05  ,1290.3
22379  ,4.216e+06   ,379.12  ,927.15  ,1290.8
22380  ,3.284e+06   ,378.99  ,926.71  ,1290.6
22381  ,4.459e+06   ,379.28  ,926.81  ,1290.3
22382  ,3.301e+06   ,379.1  ,926.71  ,1290.2
22383  ,4.164e+05   ,425.31  ,915.23  ,1278.8
22384  ,7.683e+05   ,425.77  ,913.81  ,1280.4
22385  ,6.024e+05   ,424.64  ,913.89  ,1279.2
22386  ,8.037e+05   ,426.79  ,912.66  ,1280.1
22387  ,9.807e+05   ,425.1  ,912.46  ,1280.8
22388  ,1.269e+06   ,423.85  ,914.22  ,1281.9
22389  ,1.249e+06   ,424.44  ,914.4  ,1281.9
22390  ,1.166e+06   ,424.26  ,913.82  ,1281.5
22391  ,1.315e+06   ,424.85  ,914.21  ,1281.9
22392  ,1.293e+06   ,424.85  ,914.59  ,1281.9
22393  ,1.197e+06   ,424.67  ,914  ,1281.5
22394  ,1.221e+06   ,424.67  ,912.88  ,1281.5
22395  ,1.126e+06   ,425.69  ,911.73  ,1281.2
22396  ,1.270e+06   ,424.48  ,911.92  ,1281.5
22397  ,1.124e+06   ,423.89  ,912.65  ,1281.1
22398  ,1.059e+06   ,424.91  ,911.5  ,1280.9
22399  ,1.157e+06   ,425.6  ,912.7  ,1281.6
22400  ,9.665e+05   ,426.04  ,912.29  ,1280.9
22401  ,1.009e+06   ,425.02  ,913.43  ,1281.2
22402  ,1.391e+06   ,423.88  ,911.46  ,1281.9
22403  ,1.377e+06   ,423.34  ,911.97  ,1281.9
22404  ,1.372e+06   ,423.84  ,912.27  ,1281.9
22405  ,1.275e+06   ,424.04  ,911.72  ,1281.5
22406  ,1.296e+06   ,423.54  ,911.42  ,1281.5
22407  ,1.267e+06   ,423.5  ,912.23  ,1281.5
22408  ,1.409e+06   ,422.62  ,911.39  ,1281.9
22409  ,1.376e+06   ,422.58  ,912.21  ,1281.9
22410  ,1.302e+06   ,422.78  ,911.66  ,1281.5
22411  ,1.297e+06   ,422.39  ,913.93  ,1281.9
22412  ,7.655e+05   ,422.34  ,914.95  ,1279.9
22413  ,1.213e+06   ,422.81  ,913.53  ,1281.5
22414  ,5.355e+03   ,794.06  ,927.24  ,1281.5
22415  ,5.082e+03   ,793.92  ,926.71  ,1281.5
22416  ,6.696e+03   ,793.15  ,927.4  ,1281.9
22417  ,7.011e+03   ,791.98  ,928.4  ,1281.6
22418  ,4.593e+03   ,792.75  ,927.71  ,1281.3
22419  ,6.419e+03   ,791.84  ,927.87  ,1281.6
22420  ,1.344e+06   ,422.41  ,913.11  ,1281.9
22421  ,1.291e+06   ,423.27  ,913.59  ,1281.9
22422  ,1.217e+06   ,423.69  ,913.2  ,1281.5
22423  ,2.587e+05   ,423.76  ,919.23  ,1279.2
22424  ,6.915e+05   ,423.82  ,920.8  ,1281.2
22425  ,5.302e+05   ,423.2  ,918.03  ,1279.9
22426  ,4.160e+05   ,423.98  ,917.46  ,1279.5
22427  ,5.953e+05   ,424.59  ,920.24  ,1280.7
22428  ,8.407e+05   ,424.03  ,919.03  ,1281.5
22429  ,2.853e+05   ,429.88  ,929.43  ,1291.2
22430  ,3.754e+05   ,430.08  ,929.41  ,1290.5
22431  ,3.068e+05   ,429.68  ,929.39  ,1290.9
22432  ,3.215e+05   ,429.91  ,929.58  ,1290.2
22433  ,1.429e+06   ,405.22  ,915.77  ,1281.5
22434  ,3.209e+05   ,429.63  ,929.4  ,1291.3
22435  ,3.447e+05   ,429.41  ,929.31  ,1291
22436  ,3.819e+05   ,429.25  ,929.4  ,1291.3
22437  ,3.363e+05   ,429.84  ,929.32  ,1290.7
22438  ,3.018e+05   ,429.46  ,929.32  ,1290.7
22439  ,1.115e+06   ,407.41  ,920.95  ,1284.3
22440  ,1.102e+06   ,407.42  ,921.13  ,1283.7
22441  ,1.149e+06   ,407.41  ,920.58  ,1284.2
22442  ,9.571e+05   ,406.9  ,920.72  ,1284.4
22443  ,8.933e+05   ,406.9  ,921.28  ,1283.9
22444  ,9.299e+05   ,406.9  ,920.9  ,1283.9
22445  ,9.314e+05   ,406.89  ,921.76  ,1285.3
22446  ,7.003e+05   ,406.03  ,921.83  ,1284.9
22447  ,7.812e+05   ,406.53  ,922.34  ,1285
22448  ,8.870e+05   ,406.94  ,922.26  ,1284.7
22449  ,7.754e+05   ,406.45  ,921.76  ,1284.6
22450  ,6.411e+05   ,406.08  ,922.34  ,1284.4
22451  ,3.462e+05   ,428.34  ,922.93  ,1283
22452  ,3.334e+05   ,428.2  ,922.8  ,1283.1
22453  ,4.109e+05   ,428.63  ,922.88  ,1283.4
22454  ,3.649e+05   ,427.15  ,923.04  ,1283
22455  ,3.979e+05   ,427.14  ,922.91  ,1282.7
22456  ,1.270e+05   ,624.34  ,932.22  ,1303.4
22457  ,1.108e+05   ,624.88  ,931.81  ,1302.2
22458  ,1.081e+05   ,624.96  ,930.59  ,1304
22459  ,1.154e+05   ,623.39  ,930.85  ,1304.3
22460  ,1.184e+05   ,623.31  ,932.07  ,1302.5
22461  ,9.825e+04   ,623.93  ,930.44  ,1303.1
22462  ,1.604e+05   ,621.73  ,933.43  ,1303.4
22463  ,1.351e+05   ,622.56  ,933.43  ,1301.7
22464  ,1.487e+05   ,623.42  ,933.43  ,1303.4
22465  ,1.389e+05   ,622.48  ,932.07  ,1304.3
22466  ,1.270e+05   ,621.62  ,932.07  ,1302.6
22467  ,1.002e+05   ,624.05  ,931.9  ,1300.9
22468  ,8.334e+04   ,624.67  ,930.27  ,1301.4
22469  ,8.989e+04   ,623.11  ,930.53  ,1301.7
22470  ,3.219e+05   ,450.39  ,899.1  ,1280.6
22471  ,3.344e+05   ,450.52  ,898.4  ,1280.4
22472  ,3.443e+05   ,450.79  ,898.58  ,1281.1
22473  ,4.958e+05   ,449.77  ,898.63  ,1281.2
22474  ,4.268e+05   ,449.5  ,898.45  ,1280.4
22475  ,4.986e+05   ,449.9  ,897.93  ,1281
22476  ,2.884e+05   ,451.16  ,899.06  ,1280.6
22477  ,2.999e+05   ,451.29  ,898.36  ,1280.4
22478  ,2.462e+05   ,450.89  ,898.88  ,1279.9
22479  ,6.045e+05   ,450.13  ,898.55  ,1281.6
22480  ,6.796e+05   ,450.25  ,897.85  ,1281.4
22481  ,8.576e+05   ,449.23  ,897.9  ,1281.5
22482  ,5.714e+05   ,451.47  ,897.39  ,1281.9
22483  ,1.168e+05   ,451.5  ,896.9  ,1281.9
22484  ,6.872e+05   ,450.76  ,897.39  ,1281.9
22485  ,7.079e+05   ,450.82  ,897.88  ,1281.4
22486  ,1.243e+05   ,451.56  ,897.39  ,1281.4
22487  ,2.198e+05   ,450.85  ,897.39  ,1281.4
22488  ,6.722e+05   ,450.19  ,897.36  ,1281.9
22489  ,2.924e+05   ,450.26  ,896.9  ,1281
22490  ,5.599e+05   ,449.65  ,897.36  ,1281
22491  ,3.234e+05   ,450.32  ,897.39  ,1280.5
22492  ,3.970e+03   ,797.27  ,927.92  ,1285.7
22493  ,3.965e+03   ,797.21  ,927.99  ,1286
22494  ,3.335e+03   ,797.52  ,928.33  ,1285.8
22495  ,3.846e+03   ,797.2  ,928.28  ,1285.5
22496  ,4.805e+03   ,796.88  ,927.95  ,1285.7
22497  ,3.782e+03   ,797.14  ,928.36  ,1285.9
22498  ,5.094e+03   ,796.9  ,927.78  ,1285.3
22499  ,5.999e+03   ,796.57  ,927.62  ,1285.7
22500  ,5.659e+03   ,796.51  ,927.82  ,1285.2
22501  ,4.798e+03   ,797.11  ,927.32  ,1284.8
22502  ,4.921e+03   ,797.17  ,927.12  ,1285.3
22503  ,5.491e+03   ,796.78  ,927.17  ,1285.1
22504  ,5.840e+03   ,796.55  ,927.98  ,1285.8
22505  ,6.756e+03   ,796.16  ,928.02  ,1285.7
22506  ,6.718e+03   ,796.46  ,927.51  ,1286
22507  ,7.490e+03   ,796.05  ,927.9  ,1286
22508  ,7.466e+03   ,796.07  ,927.55  ,1285.8
22509  ,4.309e+03   ,797.12  ,928.12  ,1286.5
22510  ,5.700e+03   ,796.86  ,927.7  ,1286.3
22511  ,5.159e+03   ,796.79  ,928.07  ,1286.1
22512  ,4.029e+03   ,797.21  ,928.11  ,1285.2
22513  ,4.192e+03   ,797.28  ,927.92  ,1285
22514  ,3.410e+03   ,797.65  ,928.06  ,1285.3
22515  ,4.159e+03   ,797.34  ,927.72  ,1285.5
22516  ,1.968e+04   ,749.42  ,900.08  ,1279.8
22517  ,1.678e+04   ,750.26  ,899.51  ,1279.6
22518  ,2.643e+04   ,750.21  ,900.35  ,1279.7
22519  ,2.458e+04   ,749.61  ,900.55  ,1280.4
22520  ,1.575e+04   ,749.66  ,899.71  ,1280.4
22521  ,1.956e+04   ,750.45  ,899.97  ,1280.3
22522  ,2.132e+04   ,749.66  ,900.07  ,1278.9
22523  ,1.283e+04   ,749.7  ,899.23  ,1278.8
22524  ,1.687e+04   ,750.49  ,899.5  ,1278.7
22525  ,1.676e+04   ,752  ,899.35  ,1279.6
22526  ,1.657e+04   ,752.12  ,899.24  ,1280.4
22527  ,1.898e+04   ,751.17  ,899.66  ,1280.3
22528  ,1.648e+04   ,750.96  ,898.89  ,1279.8
22529  ,1.609e+04   ,751.91  ,898.47  ,1279.9
22530  ,1.747e+04   ,751.09  ,898.78  ,1280.6
22531  ,2.607e+04   ,750.85  ,901.6  ,1279.9
22532  ,2.849e+04   ,750.18  ,901.2  ,1280.6
22533  ,2.891e+04   ,750.04  ,901.33  ,1279.1
22534  ,1.653e+04   ,750.88  ,900.75  ,1279
22535  ,2.400e+04   ,751.02  ,900.63  ,1280.5
22536  ,7.137e+02   ,815.92  ,923.18  ,1282.6
22537  ,7.042e+02   ,816.14  ,922.91  ,1282.6
22538  ,7.861e+02   ,815.75  ,922.92  ,1282.9
22539  ,7.948e+02   ,816.44  ,923.79  ,1283.4
22540  ,7.237e+02   ,816.4  ,923.83  ,1282.9
22541  ,7.110e+02   ,816.62  ,923.56  ,1282.9
22542  ,8.390e+02   ,816.54  ,924.07  ,1283.8
22543  ,8.411e+02   ,816.28  ,924.15  ,1283.6
22544  ,8.996e+02   ,816.1  ,923.98  ,1283.9
22545  ,8.846e+02   ,816.43  ,924.42  ,1284.1
22546  ,8.892e+02   ,816.17  ,924.5  ,1284
22547  ,7.864e+02   ,816.51  ,924.31  ,1283.4
22548  ,7.699e+02   ,816.3  ,924.3  ,1283.1
22549  ,8.241e+02   ,816.07  ,924.14  ,1283.3
22550  ,8.174e+02   ,816.14  ,924.66  ,1283.4
22551  ,7.841e+02   ,816.77  ,924.23  ,1283.6
22552  ,9.786e+02   ,815.71  ,923.94  ,1284.1
22553  ,9.275e+02   ,815.82  ,923.6  ,1283.8
22554  ,8.937e+02   ,816.45  ,923.44  ,1283.9
22555  ,9.424e+02   ,816.34  ,923.78  ,1284.3
22556  ,9.699e+02   ,816.07  ,923.4  ,1284.2
22557  ,8.499e+02   ,816.08  ,923.04  ,1283.4
22558  ,8.542e+02   ,816.28  ,923.26  ,1283.6
22559  ,9.322e+02   ,815.9  ,923.23  ,1283.8
22560  ,8.364e+02   ,816.68  ,923.6  ,1283.7
22561  ,7.472e+02   ,816.81  ,923.43  ,1283.2
22562  ,8.487e+02   ,816.82  ,923.07  ,1283.8
22563  ,8.030e+02   ,816.58  ,923.27  ,1283.4
22564  ,2.189e+05   ,448.6  ,929.1  ,1282.7
22565  ,1.728e+05   ,449.64  ,929.27  ,1282.8
22566  ,2.297e+05   ,449.01  ,930.03  ,1282.4
22567  ,3.106e+05   ,446.78  ,929.81  ,1282.7
22568  ,2.993e+05   ,447.4  ,929.72  ,1283.3
22569  ,2.794e+05   ,448.23  ,930.07  ,1282.1
22570  ,3.134e+05   ,447.6  ,930.16  ,1281.6
22571  ,2.609e+05   ,448.37  ,930.55  ,1282.8
22572  ,1.273e+06   ,414.3  ,930.68  ,1279.9
22573  ,1.335e+06   ,414.24  ,928.53  ,1282
22574  ,1.342e+06   ,414.59  ,931.23  ,1280.1
22575  ,1.427e+06   ,413.23  ,931.23  ,1279.6
22576  ,1.320e+06   ,413.16  ,929.03  ,1281.9
22577  ,6.172e+05   ,378.18  ,930.08  ,1284.7
22578  ,6.174e+05   ,377.98  ,931.34  ,1284.6
22579  ,5.988e+05   ,377.77  ,930.4  ,1283.8
22580  ,7.465e+05   ,377.28  ,929.6  ,1284.4
22581  ,6.916e+05   ,377.5  ,930.55  ,1285.2
22582  ,6.695e+05   ,377.08  ,930.87  ,1284.3
22583  ,5.632e+05   ,428.28  ,929.66  ,1283.6
22584  ,4.583e+05   ,428.48  ,929.33  ,1283.4
22585  ,3.486e+05   ,428.53  ,928.83  ,1283.8
22586  ,6.503e+05   ,378.26  ,930  ,1285.8
22587  ,6.398e+05   ,429.94  ,926.38  ,1279.3
22588  ,6.649e+05   ,431.41  ,927.43  ,1281.3
22589  ,6.328e+05   ,431.42  ,925.72  ,1279.9
22590  ,6.468e+05   ,431.64  ,926.82  ,1279.6
22591  ,6.973e+05   ,431.64  ,928.53  ,1281
22592  ,6.557e+05   ,433.12  ,927.87  ,1281.6
22593  ,1.109e+06   ,377.57  ,927.41  ,1282.1
22594  ,1.209e+06   ,376.55  ,927.67  ,1282.2
22595  ,7.190e+05   ,377.36  ,929.53  ,1285.5
22596  ,8.520e+05   ,376.93  ,929.14  ,1284.2
22597  ,8.210e+05   ,377.01  ,929.07  ,1285.3
22598  ,9.560e+05   ,376.24  ,929.62  ,1284.7
22599  ,7.671e+05   ,376.66  ,929.94  ,1283.7
22600  ,9.115e+05   ,376.31  ,929.48  ,1283.4
22601  ,8.290e+04   ,774.71  ,914.91  ,1282.7
22602  ,6.294e+04   ,775.69  ,913.41  ,1281.7
22603  ,7.674e+04   ,775.54  ,913.63  ,1282.1
22604  ,6.663e+04   ,775.78  ,912.97  ,1281.7
22605  ,7.597e+04   ,775.89  ,913.85  ,1282.2
22606  ,1.546e+05   ,441.82  ,931.43  ,1289.6
22607  ,1.838e+05   ,441.9  ,931.43  ,1288.6
22608  ,2.026e+05   ,443.83  ,932.12  ,1288.8
22609  ,6.440e+04   ,773.22  ,913.76  ,1281.9
22610  ,7.810e+04   ,773.59  ,913.81  ,1282
22611  ,7.671e+04   ,772.6  ,913.69  ,1282
22612  ,6.505e+04   ,772.93  ,913.26  ,1281.8
22613  ,6.433e+04   ,773.94  ,913.37  ,1281.7
22614  ,7.585e+04   ,773.29  ,913.3  ,1281.9
22615  ,9.398e+04   ,773.33  ,914.01  ,1282.5
22616  ,8.952e+04   ,773.23  ,913.41  ,1282.2
22617  ,7.555e+04   ,773.88  ,913.48  ,1281.9
22618  ,9.181e+04   ,773.62  ,913.69  ,1282.4
22619  ,7.106e+04   ,773.58  ,914.28  ,1282
22620  ,8.486e+04   ,772.93  ,914.21  ,1282.2
22621  ,8.665e+04   ,773.32  ,914.49  ,1282.5
22622  ,6.298e+04   ,773.37  ,914.89  ,1282
22623  ,7.719e+04   ,773.27  ,914.79  ,1282.3
22624  ,6.214e+04   ,773.71  ,914.99  ,1282.1
22625  ,4.428e+04   ,776.8  ,929.32  ,1289.7
22626  ,4.497e+04   ,776.8  ,929.32  ,1289.3
22627  ,7.772e+04   ,776.4  ,914.12  ,1282.2
22628  ,7.857e+04   ,776.15  ,913.46  ,1282.2
22629  ,8.810e+04   ,776.31  ,913.82  ,1282.4
22630  ,8.328e+04   ,776.06  ,914.21  ,1282.4
22631  ,8.534e+04   ,775.81  ,913.55  ,1282.3
22632  ,2.742e+04   ,773.48  ,915.03  ,1279.8
22633  ,2.505e+04   ,773.69  ,914.43  ,1279.9
22634  ,3.566e+05   ,449.47  ,920.19  ,1282.9
22635  ,3.657e+05   ,449.11  ,920.3  ,1283.3
22636  ,3.321e+05   ,449.42  ,920.58  ,1282.9
22637  ,3.565e+05   ,450.2  ,920.59  ,1283.9
22638  ,3.456e+05   ,450.52  ,920.97  ,1283.9
22639  ,3.443e+02   ,819.36  ,925.76  ,1282.3
22640  ,1.638e+04   ,775.48  ,931.43  ,1289.1
22641  ,3.449e+02   ,818.93  ,926.12  ,1282.1
22642  ,2.873e+02   ,819.16  ,926.28  ,1281.8
22643  ,3.280e+02   ,818.98  ,925.61  ,1281.9
22644  ,1.515e+02   ,820.07  ,925.73  ,1281.1
22645  ,1.790e+02   ,819.6  ,925.76  ,1281.2
22646  ,1.416e+02   ,819.41  ,925.32  ,1280.7
22647  ,6.012e+05   ,427.09  ,928.79  ,1282.9
22648  ,7.023e+05   ,426.8  ,929.69  ,1282.3
22649  ,6.806e+05   ,426.67  ,928.94  ,1282.2
22650  ,7.875e+05   ,425.99  ,929.42  ,1282.6
22651  ,9.355e+05   ,378.15  ,931.45  ,1287.8
22652  ,8.833e+05   ,377.51  ,931.13  ,1287.8
22653  ,8.818e+05   ,378.12  ,931.01  ,1288.1
22654  ,9.032e+05   ,377.86  ,930.61  ,1288.7
22655  ,8.564e+05   ,378.7  ,930.47  ,1288.8
22656  ,8.592e+05   ,378.61  ,929.37  ,1289.4
22657  ,1.049e+06   ,379.05  ,928.75  ,1289.1
22658  ,9.169e+05   ,379.23  ,929.4  ,1289.1
22659  ,8.984e+05   ,379.58  ,929.96  ,1289.4
22660  ,9.633e+05   ,379.49  ,930.54  ,1289.9
22661  ,1.034e+06   ,379.6  ,930.07  ,1290.1
22662  ,5.926e+04   ,752.82  ,926.83  ,1283
22663  ,6.019e+04   ,752.58  ,927.03  ,1282.7
22664  ,5.935e+04   ,752.62  ,926.59  ,1282.7
22665  ,7.440e+04   ,752.4  ,926.36  ,1282.9
22666  ,7.449e+04   ,752.35  ,926.8  ,1282.9
22667  ,7.724e+04   ,752.15  ,926.56  ,1282.6
22668  ,1.024e+05   ,751.87  ,926.56  ,1283.1
22669  ,2.137e+04   ,753.3  ,925.57  ,1282.1
22670  ,4.770e+04   ,752.91  ,926.89  ,1282.6
22671  ,8.341e+04   ,751.97  ,926.73  ,1282.4
22672  ,8.312e+04   ,751.98  ,926.34  ,1282.3
22673  ,7.779e+04   ,752.16  ,926.17  ,1282.5
22674  ,1.043e+05   ,751.75  ,926.5  ,1282.6
22675  ,1.093e+05   ,751.75  ,926.08  ,1282.5
22676  ,9.284e+04   ,751.99  ,925.34  ,1282.3
22677  ,1.299e+05   ,751.57  ,925.53  ,1282.3
22678  ,9.732e+04   ,751.83  ,925.18  ,1282
22679  ,8.029e+04   ,751.9  ,927.71  ,1282.7
22680  ,7.868e+04   ,752.1  ,927.11  ,1282.7
22681  ,9.301e+04   ,751.61  ,926.97  ,1282.2
22682  ,1.885e+04   ,753.5  ,927.19  ,1281.7
22683  ,4.146e+05   ,427.59  ,926.3  ,1282.6
22684  ,5.002e+05   ,427.59  ,926.41  ,1282
22685  ,4.151e+05   ,428.23  ,926.82  ,1282.9
22686  ,4.267e+05   ,428.45  ,926.72  ,1282.5
22687  ,4.606e+05   ,428.24  ,927.26  ,1282.7
22688  ,4.294e+05   ,428.67  ,926.7  ,1282.8
22689  ,5.206e+04   ,773.74  ,927.69  ,1285.3
22690  ,5.834e+04   ,773.58  ,927.64  ,1285.6
22691  ,5.320e+04   ,773.51  ,927.34  ,1285.1
22692  ,5.107e+04   ,773.85  ,927.36  ,1285.3
22693  ,5.621e+04   ,773.52  ,926.73  ,1285.5
22694  ,6.102e+04   ,773.59  ,927.03  ,1286
22695  ,5.754e+04   ,773.7  ,926.37  ,1285.8
22696  ,4.758e+04   ,773.95  ,926.7  ,1285.1
22697  ,5.204e+04   ,774.03  ,926.99  ,1285.6
22698  ,3.781e+04   ,774.36  ,927.47  ,1284.3
22699  ,4.283e+04   ,773.83  ,927.22  ,1284.4
22700  ,4.233e+04   ,773.89  ,927.7  ,1284.3
22701  ,5.557e+04   ,773.24  ,927.61  ,1284.9
22702  ,4.512e+04   ,773.56  ,927.81  ,1284.6
22703  ,5.147e+04   ,773.57  ,927.82  ,1285
22704  ,4.744e+04   ,773.5  ,927.33  ,1284.7
22705  ,5.753e+04   ,773.25  ,926.41  ,1285.5
22706  ,4.714e+04   ,773.51  ,926.74  ,1284.8
22707  ,4.809e+04   ,773.69  ,926.38  ,1285.1
22708  ,4.704e+04   ,774.18  ,927.05  ,1285.3
22709  ,4.165e+04   ,774.48  ,926.94  ,1285
22710  ,1.661e+06   ,377.68  ,931.46  ,1299.9
22711  ,1.655e+06   ,376.58  ,931.26  ,1299.7
22712  ,1.602e+06   ,377  ,931.77  ,1300.2
22713  ,1.607e+06   ,376.95  ,931.8  ,1299.6
22714  ,1.430e+06   ,376.22  ,932.19  ,1299.1
22715  ,1.565e+06   ,375.69  ,930.21  ,1296.7
22716  ,1.552e+06   ,376.14  ,930.79  ,1297.2
22717  ,1.233e+06   ,375.66  ,931.49  ,1296.8
22718  ,7.604e+04   ,773.58  ,912.98  ,1281.8
22719  ,1.451e+06   ,376.22  ,932.3  ,1297.6
22720  ,1.501e+06   ,377.55  ,932  ,1297.4
22721  ,1.493e+06   ,377.5  ,931.97  ,1298.2
22722  ,1.503e+06   ,378.03  ,931.29  ,1297.8
22723  ,2.653e+04   ,775.68  ,920.87  ,1281.6
22724  ,3.811e+04   ,775.74  ,920.62  ,1282.2
22725  ,2.827e+04   ,775.44  ,920.56  ,1281.7
22726  ,4.559e+04   ,776.1  ,920.31  ,1282.1
22727  ,3.848e+04   ,775.5  ,920.31  ,1282.3
22728  ,3.640e+04   ,775.36  ,921.35  ,1282.6
22729  ,3.910e+04   ,775.46  ,920.96  ,1282.6
22730  ,4.542e+04   ,775.59  ,920.94  ,1282.8
22731  ,3.668e+04   ,775.17  ,920.98  ,1282.7
22732  ,3.866e+04   ,775.27  ,920.59  ,1282.6
22733  ,1.995e+04   ,773.93  ,922.15  ,1282
22734  ,2.065e+04   ,775  ,920.27  ,1281.6
22735  ,3.100e+04   ,775.05  ,920.02  ,1282.2
22736  ,2.493e+04   ,774.45  ,920.05  ,1282.1
22737  ,3.412e+04   ,774.81  ,920.55  ,1282.6
22738  ,3.144e+04   ,774.38  ,920.75  ,1282.7
22739  ,2.972e+04   ,774.21  ,920.58  ,1282.5
22740  ,4.087e+05   ,428.4  ,921.73  ,1282.4
22741  ,5.347e+05   ,428.78  ,921.59  ,1282.2
22742  ,3.850e+05   ,428.2  ,921.35  ,1282.6
22743  ,6.903e+05   ,429.03  ,920.35  ,1282.6
22744  ,7.177e+05   ,429.09  ,920.53  ,1282.6
22745  ,7.677e+05   ,429.12  ,920.11  ,1282.5
22746  ,5.852e+05   ,428.66  ,920.19  ,1282.3
22747  ,5.296e+05   ,428.64  ,920.61  ,1282.5
22748  ,6.090e+05   ,428.72  ,920.36  ,1282.3
22749  ,6.427e+05   ,428.86  ,920.06  ,1282.8
22750  ,6.159e+05   ,428.83  ,920.48  ,1282.9
22751  ,4.960e+05   ,428.47  ,920.32  ,1282.7
22752  ,4.179e+05   ,428.25  ,921.01  ,1282.3
22753  ,4.180e+05   ,428.22  ,920.8  ,1282.5
22754  ,3.593e+05   ,427.85  ,921.14  ,1282.5
22755  ,3.659e+05   ,427.88  ,921.35  ,1282.2
22756  ,3.960e+05   ,427.9  ,920.79  ,1282.1
22757  ,3.412e+05   ,427.71  ,921.19  ,1282.8
22758  ,3.377e+05   ,427.74  ,921.39  ,1282.6
22759  ,3.540e+05   ,427.39  ,921.18  ,1282.4
22760  ,2.667e+03   ,799.64  ,910.77  ,1280.8
22761  ,2.488e+03   ,800.28  ,910.95  ,1280.8
22762  ,3.896e+03   ,800.34  ,910.16  ,1280.3
22763  ,3.354e+03   ,799.84  ,910.77  ,1279.7
22764  ,9.299e+02   ,799.78  ,911.56  ,1280.2
22765  ,2.696e+03   ,800.47  ,910.95  ,1279.8
22766  ,5.759e+05   ,428.8  ,921.03  ,1282.1
22767  ,5.892e+04   ,752.06  ,928.99  ,1288
22768  ,4.605e+04   ,752.22  ,929.3  ,1288.4
22769  ,6.160e+04   ,751.79  ,929.48  ,1287.6
22770  ,7.141e+04   ,751.47  ,929.45  ,1287.9
22771  ,4.575e+04   ,751.94  ,929.8  ,1288.1
22772  ,3.416e+03   ,800.44  ,910.67  ,1281.2
22773  ,3.454e+03   ,799.8  ,910.49  ,1281.1
22774  ,5.736e+03   ,799.74  ,911.28  ,1281.6
22775  ,1.150e+05   ,753.5  ,928.06  ,1289.8
22776  ,9.009e+04   ,753.16  ,927.96  ,1289.3
22777  ,8.666e+04   ,753.18  ,928.24  ,1289.4
22778  ,4.673e+04   ,752.54  ,928.87  ,1287.4
22779  ,7.082e+04   ,752.07  ,928.49  ,1287.5
22780  ,2.590e+05   ,428.55  ,927.58  ,1286.3
22781  ,2.578e+05   ,428.61  ,927.37  ,1285.7
22782  ,2.965e+05   ,428.12  ,927.69  ,1287.3
22783  ,2.642e+05   ,428.5  ,927.41  ,1287.6
22784  ,2.380e+05   ,428.59  ,927.55  ,1287.1
22785  ,2.220e+05   ,428.88  ,927.38  ,1286.8
22786  ,2.086e+05   ,428.79  ,927.23  ,1287.3
22787  ,2.670e+05   ,429.07  ,927.8  ,1287.2
22788  ,2.255e+05   ,428.89  ,927.39  ,1286.4
22789  ,3.615e+05   ,429.37  ,927.63  ,1286.5
22790  ,2.810e+05   ,429.09  ,927.8  ,1286.4
22791  ,2.683e+05   ,429.08  ,927.79  ,1286.8
22792  ,3.142e+05   ,428.5  ,925.96  ,1287.4
22793  ,2.410e+05   ,428.87  ,926.74  ,1287.2
