Date:  17:47, Sunday, May 10, 2026
Model name: assembly droit firxed for 10mm
Study name: Static 2 – Side impact(-Default-)
Plot type: Static nodal stress Stress1
Result Type: von Mises 


Node  ,Value (N/m^2)  ,X (mm)  ,Y (mm)  ,Z (mm)
41529  ,5.089e+05   ,448.27  ,922.04  ,1279.7
41530  ,7.373e+04   ,754.59  ,896.9  ,1281
41531  ,6.534e+04   ,754.29  ,897.32  ,1280.6
41532  ,9.159e+04   ,754.86  ,897.47  ,1281.4
41533  ,7.582e+04   ,754.86  ,897.47  ,1280.6
41534  ,8.540e+04   ,754.56  ,897.89  ,1281
41535  ,6.846e+05   ,400.73  ,925.49  ,1279.9
41536  ,8.901e+05   ,401.21  ,924.26  ,1281.9
41537  ,6.107e+05   ,400.7  ,924.62  ,1279.9
41538  ,6.958e+05   ,401.3  ,924.98  ,1279.3
41539  ,7.442e+05   ,401.81  ,924.61  ,1281.3
41540  ,2.369e+05   ,755.73  ,898.5  ,1281.4
41541  ,1.990e+05   ,755.24  ,898.21  ,1281.4
41542  ,3.147e+05   ,755.85  ,898.65  ,1281.9
41543  ,1.933e+05   ,755.82  ,899.22  ,1281.7
41544  ,9.271e+04   ,755.23  ,898.76  ,1281.2
41545  ,1.640e+05   ,755.33  ,898.93  ,1281.7
41546  ,2.322e+05   ,756.58  ,898.91  ,1281.2
41547  ,1.451e+05   ,755.35  ,897.11  ,1281.9
41548  ,1.229e+05   ,755.35  ,897.11  ,1281
41549  ,3.016e+05   ,756.21  ,898.15  ,1281.9
41550  ,1.034e+03   ,806.03  ,931.87  ,1280.3
41551  ,1.807e+03   ,803.34  ,930.19  ,1282.2
41552  ,1.085e+03   ,804.43  ,931.75  ,1279.8
41553  ,8.408e+02   ,805.88  ,930.9  ,1279.4
41554  ,1.827e+03   ,804.8  ,929.34  ,1281.8
41555  ,1.753e+03   ,803.19  ,929.22  ,1281.2
41556  ,2.097e+03   ,802.94  ,931.43  ,1285.3
41557  ,2.228e+03   ,802.16  ,929.75  ,1282.5
41558  ,2.198e+03   ,802.52  ,931.75  ,1284.4
41559  ,1.739e+03   ,804.13  ,931.87  ,1284.9
41560  ,2.013e+03   ,803.76  ,929.87  ,1283.1
41561  ,3.574e+03   ,802.81  ,929.31  ,1282.8
41562  ,2.842e+03   ,802.39  ,929.52  ,1282
41563  ,2.259e+03   ,805.21  ,933.43  ,1282.5
41564  ,3.911e+03   ,798.5  ,929.4  ,1282.4
41565  ,3.265e+03   ,799.12  ,930.14  ,1283.4
41566  ,2.983e+03   ,800.56  ,929.65  ,1282.1
41567  ,2.694e+03   ,799.68  ,929.82  ,1281.9
41568  ,2.591e+03   ,800.3  ,930.56  ,1282.9
41569  ,9.341e+05   ,400.16  ,924.12  ,1281.9
41570  ,6.614e+05   ,399.68  ,925.35  ,1279.9
41571  ,9.766e+05   ,399.49  ,922.95  ,1281.2
41572  ,4.042e+03   ,799.84  ,929.38  ,1283
41573  ,2.990e+03   ,799.58  ,930.24  ,1283.8
41574  ,2.444e+03   ,801.02  ,929.75  ,1282.5
41575  ,3.498e+03   ,800.43  ,929.43  ,1283.9
41576  ,2.971e+03   ,800.99  ,929.43  ,1283.9
41577  ,3.142e+03   ,800.85  ,929.43  ,1283.4
41578  ,3.111e+03   ,799.72  ,930.24  ,1284.3
41579  ,2.985e+03   ,800.14  ,930.24  ,1283.8
41580  ,4.060e+05   ,443.6  ,913.1  ,1279.9
41581  ,8.449e+05   ,443.51  ,913.28  ,1281.9
41582  ,4.325e+05   ,443.58  ,914.18  ,1279.9
41583  ,4.162e+05   ,442.43  ,913.77  ,1279.9
41584  ,8.824e+05   ,442.37  ,912.87  ,1281.9
41585  ,8.532e+05   ,442.35  ,913.95  ,1281.9
41586  ,5.122e+05   ,444.43  ,919.38  ,1281.9
41587  ,5.117e+05   ,445.28  ,919.02  ,1281.9
41588  ,4.399e+05   ,445.5  ,919.53  ,1281.4
41589  ,3.044e+06   ,379.78  ,923.8  ,1287
41590  ,1.668e+06   ,379.34  ,924.1  ,1287.2
41591  ,2.449e+06   ,379.65  ,924.36  ,1286.7
41592  ,2.111e+06   ,379.58  ,923.71  ,1286.7
41593  ,1.482e+06   ,379.45  ,924.27  ,1286.4
41594  ,6.129e+05   ,444.61  ,911.9  ,1281.2
41595  ,5.126e+05   ,444.52  ,911.38  ,1280.4
41596  ,5.182e+05   ,443.44  ,911.68  ,1281.1
41597  ,1.540e+03   ,809.82  ,929.43  ,1285.5
41598  ,1.430e+03   ,810.4  ,929.43  ,1285.5
41599  ,1.344e+03   ,809.52  ,929.43  ,1284.6
41600  ,1.310e+03   ,809.65  ,930.01  ,1285.1
41601  ,1.817e+03   ,809.5  ,929.43  ,1286.3
41602  ,1.820e+03   ,807.02  ,929.43  ,1285.5
41603  ,1.466e+03   ,807.43  ,930.01  ,1285.1
41604  ,1.942e+03   ,806.45  ,929.43  ,1285.5
41605  ,1.661e+03   ,807.21  ,929.43  ,1284.6
41606  ,1.335e+03   ,807.62  ,930.01  ,1284.2
41607  ,5.762e+02   ,448.81  ,907.23  ,1292.1
41608  ,1.653e+03   ,448.03  ,906.14  ,1291.7
41609  ,1.019e+03   ,447.18  ,906.39  ,1291.5
41610  ,7.492e+05   ,440.17  ,919.44  ,1277.9
41611  ,5.306e+05   ,441.34  ,921.5  ,1279.9
41612  ,4.393e+05   ,438.14  ,920.11  ,1279.9
41613  ,4.239e+05   ,439.05  ,918.87  ,1279.9
41614  ,5.147e+05   ,442.24  ,920.26  ,1279.9
41615  ,5.454e+05   ,440.22  ,920.93  ,1281.9
41616  ,5.825e+05   ,442.28  ,912.35  ,1281.1
41617  ,7.463e+02   ,809.21  ,931.76  ,1279.7
41618  ,9.276e+02   ,809.96  ,930.34  ,1282.7
41619  ,9.848e+02   ,807.86  ,932.01  ,1280.9
41620  ,8.847e+02   ,807.47  ,931.63  ,1279.9
41621  ,1.036e+03   ,809.56  ,929.95  ,1281.7
41622  ,1.291e+03   ,808.21  ,930.21  ,1282.9
41623  ,2.753e+05   ,438.75  ,933.43  ,1292
41624  ,1.722e+05   ,440.67  ,931.43  ,1289.3
41625  ,1.521e+05   ,442.94  ,931.43  ,1294.3
41626  ,1.809e+05   ,439.18  ,931.43  ,1294.4
41627  ,4.691e+05   ,436.01  ,911.36  ,1279.9
41628  ,1.172e+06   ,435.92  ,911.7  ,1281.9
41629  ,4.113e+05   ,437.55  ,911.78  ,1279.9
41630  ,9.652e+05   ,433.96  ,912.54  ,1281.3
41631  ,8.907e+05   ,435.5  ,912.96  ,1281.3
41632  ,1.624e+03   ,808.66  ,929.79  ,1283.1
41633  ,1.571e+03   ,809.23  ,929.79  ,1283.1
41634  ,2.321e+03   ,809.29  ,928.99  ,1282.3
41635  ,1.795e+03   ,808.27  ,929.4  ,1282.1
41636  ,1.711e+03   ,808.84  ,929.4  ,1282.1
41637  ,1.206e+06   ,445.04  ,906.33  ,1281.6
41638  ,6.535e+05   ,445.43  ,905.87  ,1281.3
41639  ,1.485e+06   ,444.07  ,906.91  ,1281.3
41640  ,7.487e+05   ,444.84  ,907.21  ,1281.1
41641  ,8.019e+05   ,444.46  ,906.45  ,1281
41642  ,9.501e+05   ,414.28  ,921.39  ,1281.9
41643  ,9.477e+05   ,415.67  ,920.99  ,1281.9
41644  ,8.471e+05   ,420.8  ,921.69  ,1281.9
41645  ,5.223e+05   ,419.61  ,923.66  ,1279.9
41646  ,8.791e+05   ,419.68  ,921.38  ,1281.9
41647  ,9.751e+05   ,412.98  ,921  ,1281.9
41648  ,1.214e+03   ,809.38  ,933.43  ,1281
41649  ,1.078e+03   ,810.13  ,932.01  ,1284
41650  ,6.415e+02   ,811.48  ,931.76  ,1282.8
41651  ,1.182e+06   ,407.37  ,919.59  ,1282.3
41652  ,2.095e+03   ,808.55  ,929.32  ,1282.8
41653  ,2.653e+03   ,808.16  ,928.99  ,1282.3
41654  ,2.415e+03   ,807.98  ,929.32  ,1282.8
41655  ,1.548e+03   ,808.09  ,929.63  ,1282.6
41656  ,2.102e+03   ,807.7  ,929.4  ,1282.1
41657  ,1.412e+03   ,808.48  ,930.01  ,1283.6
41658  ,4.203e+05   ,435.51  ,918.48  ,1279.9
41659  ,8.493e+05   ,433.98  ,918.16  ,1281.9
41660  ,4.180e+05   ,435.44  ,917.74  ,1279.9
41661  ,3.984e+05   ,436.51  ,917.88  ,1279.9
41662  ,8.083e+05   ,435.04  ,918.3  ,1281.9
41663  ,8.569e+05   ,434.98  ,917.56  ,1281.9
41664  ,9.515e+05   ,411.3  ,922.96  ,1281.9
41665  ,6.034e+05   ,410.61  ,923.08  ,1279.9
41666  ,9.354e+05   ,412.18  ,922.56  ,1281.9
41667  ,9.526e+05   ,411.31  ,922.18  ,1281.9
41668  ,1.248e+06   ,404.22  ,915.19  ,1282.2
41669  ,1.202e+06   ,404.49  ,915.14  ,1282.2
41670  ,1.633e+06   ,403.9  ,914.94  ,1281.9
41671  ,1.575e+06   ,404.17  ,914.88  ,1281.9
41672  ,2.000e+03   ,807.79  ,929.43  ,1283.4
41673  ,2.547e+03   ,807.4  ,929.32  ,1282.8
41674  ,1.637e+03   ,807.51  ,929.63  ,1282.6
41675  ,9.366e+05   ,379.45  ,924.96  ,1284.6
41676  ,1.138e+06   ,379.47  ,924.71  ,1285.2
41677  ,5.797e+05   ,380.03  ,925.19  ,1284.4
41678  ,6.906e+05   ,380.03  ,925.2  ,1284.9
41679  ,7.868e+05   ,380.47  ,925.11  ,1284.5
41680  ,5.204e+05   ,380.38  ,925.48  ,1284.5
41681  ,4.362e+05   ,379.98  ,925.28  ,1283.9
41682  ,1.096e+06   ,411.2  ,919.25  ,1281.9
41683  ,9.853e+05   ,410.47  ,919.75  ,1281.4
41684  ,1.191e+06   ,380.23  ,924.86  ,1284.4
41685  ,1.830e+06   ,380.1  ,924.59  ,1284.6
41686  ,1.360e+06   ,379.85  ,924.97  ,1285
41687  ,9.437e+05   ,379.84  ,924.9  ,1284.4
41688  ,1.353e+06   ,430.57  ,910.61  ,1281.9
41689  ,1.358e+06   ,430.78  ,910  ,1281.9
41690  ,1.386e+06   ,430.3  ,909.91  ,1281.9
41691  ,1.179e+06   ,430.76  ,910.71  ,1281.4
41692  ,1.134e+06   ,431.24  ,910.8  ,1281.4
41693  ,1.198e+06   ,430.97  ,910.09  ,1281.4
41694  ,1.670e+06   ,403.62  ,920.6  ,1282
41695  ,1.335e+06   ,403.93  ,920.4  ,1282.2
41696  ,1.653e+06   ,403.62  ,920.22  ,1282
41697  ,1.296e+06   ,403.69  ,920.61  ,1281.8
41698  ,1.147e+06   ,404.02  ,920.79  ,1281.9
41699  ,1.061e+06   ,404.02  ,920.41  ,1281.9
41700  ,2.754e+05   ,439.42  ,912.49  ,1279.9
41701  ,1.003e+06   ,441.14  ,912.29  ,1281.9
41702  ,3.627e+05   ,439.36  ,911.24  ,1279.9
41703  ,2.916e+05   ,440.49  ,911.3  ,1279.1
41704  ,2.117e+06   ,444.07  ,904.56  ,1281.4
41705  ,9.022e+05   ,443.22  ,905.35  ,1280.7
41706  ,6.176e+03   ,446.18  ,904.23  ,1288
41707  ,1.616e+03   ,446.16  ,904.18  ,1289.2
41708  ,7.881e+03   ,447  ,904.6  ,1288.3
41709  ,1.302e+04   ,446.49  ,905.38  ,1287.1
41710  ,5.757e+03   ,445.5  ,905.01  ,1288.1
41711  ,4.311e+03   ,446.48  ,905.33  ,1288.3
41712  ,1.641e+05   ,454.95  ,924.37  ,1281.9
41713  ,1.164e+05   ,455.06  ,923.85  ,1281.1
41714  ,1.171e+06   ,432.44  ,912.95  ,1281.9
41715  ,1.133e+06   ,433.28  ,913.27  ,1281.9
41716  ,1.170e+06   ,433.27  ,912.58  ,1281.9
41717  ,9.505e+05   ,432.99  ,913.03  ,1281.3
41718  ,7.512e+05   ,440.65  ,912.72  ,1277.9
41719  ,3.018e+05   ,438.23  ,913.36  ,1279.9
41720  ,9.149e+05   ,440.02  ,914.42  ,1281.9
41721  ,3.562e+05   ,454.01  ,923.19  ,1279.2
41722  ,4.065e+05   ,453.3  ,923.62  ,1279
41723  ,3.498e+05   ,453.39  ,922.67  ,1279.5
41724  ,1.904e+05   ,452.86  ,923.67  ,1280.6
41725  ,6.613e+05   ,434.98  ,906.2  ,1277.9
41726  ,5.043e+05   ,437.65  ,908.23  ,1277.9
41727  ,5.122e+05   ,434.96  ,909.4  ,1277.9
41728  ,8.333e+05   ,434.16  ,908.22  ,1279.9
41729  ,5.285e+05   ,436.82  ,910.25  ,1279.9
41730  ,2.927e+05   ,454.47  ,924.74  ,1279.2
41731  ,1.420e+06   ,430.43  ,914.78  ,1281.9
41732  ,3.611e+05   ,451.4  ,921.88  ,1284.6
41733  ,3.953e+05   ,451.41  ,920.95  ,1284.3
41734  ,3.479e+05   ,451.39  ,921.33  ,1285.1
41735  ,3.575e+05   ,450.88  ,921.2  ,1284
41736  ,3.696e+05   ,453.66  ,921.76  ,1279.4
41737  ,2.231e+05   ,453.85  ,922.33  ,1280.7
41738  ,2.444e+05   ,453.22  ,921.81  ,1281
41739  ,7.468e+05   ,433.34  ,909.33  ,1279.9
41740  ,1.301e+06   ,435.2  ,910.17  ,1281.9
41741  ,1.175e+05   ,454.09  ,926.41  ,1281.4
41742  ,1.524e+05   ,453.43  ,926.46  ,1281.9
41743  ,9.486e+04   ,453.19  ,926.64  ,1281.4
41744  ,9.523e+04   ,453.31  ,924.84  ,1281.6
41745  ,1.692e+05   ,453.79  ,924.1  ,1281.9
41746  ,1.217e+05   ,453.14  ,924.23  ,1281.6
41747  ,1.419e+06   ,423.66  ,910.55  ,1281.9
41748  ,1.464e+06   ,423.26  ,909.79  ,1281.9
41749  ,1.448e+06   ,422.98  ,910.4  ,1281.9
41750  ,1.310e+06   ,423.82  ,910.81  ,1281.5
41751  ,1.341e+06   ,423.14  ,910.66  ,1281.5
41752  ,9.687e+04   ,452.9  ,925.02  ,1281.6
41753  ,1.600e+05   ,452.84  ,924.74  ,1281.9
41754  ,1.315e+05   ,452.73  ,924.42  ,1281.6
41755  ,7.337e+04   ,764.66  ,929.43  ,1284
41756  ,7.542e+04   ,765.24  ,929.43  ,1284
41757  ,8.528e+04   ,764.95  ,929.43  ,1283.4
41758  ,6.338e+04   ,763.46  ,929.86  ,1283.2
41759  ,5.470e+04   ,763.75  ,929.86  ,1283.8
41760  ,6.264e+04   ,764.04  ,929.86  ,1283.2
41761  ,8.570e+04   ,764.66  ,929.33  ,1282.9
41762  ,8.788e+04   ,764.08  ,929.31  ,1282.8
41763  ,6.126e+04   ,763.75  ,929.66  ,1282.7
41764  ,6.216e+04   ,763.17  ,929.62  ,1282.6
41765  ,7.387e+04   ,765.82  ,929.43  ,1284
41766  ,6.112e+04   ,766.09  ,929.95  ,1283.5
41767  ,7.509e+04   ,766.4  ,929.43  ,1284
41768  ,6.480e+04   ,766.7  ,929.43  ,1284.7
41769  ,7.156e+04   ,766.99  ,929.43  ,1284.1
41770  ,6.539e+04   ,766.67  ,929.95  ,1283.5
41771  ,4.682e+04   ,766.97  ,929.95  ,1284.2
41772  ,2.079e+04   ,763.69  ,931.43  ,1285.8
41773  ,6.987e+04   ,764.37  ,929.43  ,1284.6
41774  ,2.173e+04   ,763.11  ,931.43  ,1285.8
41775  ,5.560e+04   ,763.17  ,929.86  ,1283.8
41776  ,4.327e+04   ,776.61  ,929.14  ,1286.4
41777  ,3.677e+04   ,776.34  ,929.11  ,1286.9
41778  ,3.863e+04   ,764.6  ,930.38  ,1283.3
41779  ,1.983e+06   ,406.16  ,912.06  ,1281.3
41780  ,1.289e+06   ,423.85  ,913.84  ,1281.9
41781  ,7.738e+02   ,815.57  ,924.1  ,1282.5
41782  ,8.686e+02   ,815.51  ,924.12  ,1283.1
41783  ,9.467e+02   ,815.51  ,923.99  ,1283.7
41784  ,1.176e+03   ,813.76  ,923.36  ,1283.4
41785  ,1.130e+03   ,814.27  ,922.98  ,1283.7
41786  ,4.559e+05   ,430.92  ,916.05  ,1279.9
41787  ,1.072e+06   ,431.25  ,916.66  ,1281.9
41788  ,4.663e+05   ,430.92  ,915.67  ,1279.9
41789  ,4.426e+05   ,431.49  ,915.9  ,1279.9
41790  ,1.028e+06   ,431.82  ,916.5  ,1281.9
41791  ,8.252e+05   ,407.69  ,929.43  ,1291.9
41792  ,7.835e+05   ,408.1  ,929.43  ,1291.9
41793  ,6.202e+05   ,407.44  ,929.78  ,1291.7
41794  ,6.801e+05   ,407.26  ,929.78  ,1292.1
41795  ,7.914e+02   ,816.39  ,924.75  ,1283.4
41796  ,7.427e+02   ,816.58  ,925.04  ,1283.2
41797  ,9.080e+05   ,397.55  ,931.43  ,1286.7
41798  ,1.198e+06   ,396.78  ,929.43  ,1286.4
41799  ,7.443e+05   ,398.34  ,931.43  ,1288
41800  ,1.198e+06   ,396.33  ,929.43  ,1287.6
41801  ,1.175e+06   ,397.56  ,929.43  ,1287.6
41802  ,8.664e+02   ,815.89  ,924.03  ,1283.5
41803  ,8.390e+02   ,816.19  ,922.56  ,1283.4
41804  ,9.200e+02   ,815.94  ,922.66  ,1283.7
41805  ,3.356e+03   ,798.4  ,910.72  ,1280.9
41806  ,2.929e+03   ,798.11  ,911.16  ,1280.6
41807  ,7.355e+03   ,798.45  ,911  ,1281.7
41808  ,2.422e+03   ,798.6  ,911.21  ,1280.7
41809  ,6.011e+03   ,798.16  ,911.44  ,1281.4
41810  ,1.344e+06   ,398.62  ,929.43  ,1284
41811  ,1.235e+06   ,398.91  ,929.43  ,1284.6
41812  ,1.353e+06   ,399.2  ,929.43  ,1284
41813  ,1.260e+06   ,398.81  ,930.16  ,1283.2
41814  ,1.107e+06   ,398.52  ,930.16  ,1283.8
41815  ,1.155e+06   ,399.1  ,930.16  ,1283.8
41816  ,8.692e+03   ,798.28  ,911.44  ,1281.7
41817  ,4.194e+03   ,797.55  ,912.73  ,1280.9
41818  ,2.253e+03   ,797.83  ,912.76  ,1280.4
41819  ,4.453e+03   ,798.34  ,912.38  ,1281.1
41820  ,6.810e+03   ,797.87  ,911.87  ,1281.4
41821  ,3.943e+03   ,797.36  ,912.26  ,1280.7
41822  ,4.098e+03   ,798.15  ,911.9  ,1280.9
41823  ,2.507e+03   ,797.84  ,911.79  ,1280
41824  ,3.851e+03   ,797.81  ,911.05  ,1279.7
41825  ,2.889e+03   ,797.37  ,911.29  ,1280.3
41826  ,1.598e+06   ,393.69  ,929.43  ,1283.4
41827  ,1.342e+06   ,393.98  ,929.43  ,1284
41828  ,1.306e+06   ,394.93  ,929.96  ,1283.3
41829  ,1.075e+06   ,394.64  ,929.96  ,1284
41830  ,1.333e+06   ,399.77  ,929.43  ,1284
41831  ,1.266e+06   ,400.11  ,929.43  ,1284.6
41832  ,1.327e+06   ,400.4  ,929.43  ,1284
41833  ,1.220e+06   ,399.73  ,930.16  ,1283.8
41834  ,7.865e+03   ,797.19  ,911.59  ,1281.3
41835  ,7.280e+03   ,797  ,911.06  ,1281.2
41836  ,9.063e+03   ,796.51  ,911.25  ,1281.2
41837  ,3.965e+03   ,796.89  ,911.48  ,1280.4
41838  ,3.974e+03   ,796.69  ,910.95  ,1280.2
41839  ,1.515e+06   ,397.17  ,929.43  ,1283.4
41840  ,1.374e+06   ,396.88  ,929.43  ,1284
41841  ,1.352e+06   ,397.46  ,929.43  ,1284
41842  ,1.231e+06   ,398.23  ,930.16  ,1283.2
41843  ,1.230e+06   ,397.65  ,930.16  ,1283.2
41844  ,1.105e+06   ,397.94  ,930.16  ,1283.8
41845  ,8.779e+03   ,797.69  ,909.39  ,1279
41846  ,5.642e+03   ,797.77  ,910.06  ,1280.1
41847  ,5.693e+03   ,797.03  ,910.18  ,1279.8
41848  ,2.207e+06   ,443.18  ,901.44  ,1281.4
41849  ,2.575e+06   ,442.45  ,901.01  ,1281.9
41850  ,1.998e+06   ,442.46  ,901.21  ,1281
41851  ,1.287e+06   ,442.82  ,900.89  ,1280.5
41852  ,1.778e+06   ,442.08  ,900.46  ,1281
41853  ,2.220e+05   ,450.82  ,926.25  ,1282.6
41854  ,2.483e+05   ,450.97  ,926.1  ,1282.7
41855  ,2.350e+05   ,450.74  ,926.14  ,1283
41856  ,2.824e+05   ,427.22  ,931.43  ,1288.3
41857  ,5.432e+05   ,422.12  ,931.43  ,1287.9
41858  ,6.194e+05   ,424.46  ,929.9  ,1287.4
41859  ,5.106e+05   ,427.23  ,927.58  ,1286.6
41860  ,5.477e+05   ,426.97  ,927.97  ,1286.2
41861  ,4.178e+05   ,427.44  ,927.78  ,1286.1
41862  ,4.441e+05   ,427.36  ,927.43  ,1285.8
41863  ,4.619e+05   ,427.26  ,927.83  ,1285.9
41864  ,4.958e+05   ,427.11  ,927.34  ,1286.1
41865  ,1.577e+06   ,443.04  ,903.08  ,1281.1
41866  ,3.039e+06   ,442.67  ,902.41  ,1281.9
41867  ,1.956e+06   ,442.31  ,901.86  ,1281
41868  ,9.491e+05   ,442.83  ,901.88  ,1280.3
41869  ,8.490e+05   ,423.64  ,929.43  ,1283.9
41870  ,8.521e+05   ,424.2  ,929.43  ,1283.9
41871  ,8.902e+05   ,429.74  ,927.41  ,1282.2
41872  ,7.853e+05   ,429.48  ,926.78  ,1282
41873  ,6.705e+05   ,429.47  ,927.29  ,1282.1
41874  ,7.284e+05   ,429.83  ,928.01  ,1281.5
41875  ,7.101e+05   ,429.84  ,927.49  ,1281.5
41876  ,2.971e+06   ,443.91  ,901.35  ,1281.4
41877  ,1.040e+06   ,443.55  ,902.11  ,1280.6
41878  ,1.186e+06   ,442.05  ,903.02  ,1279.9
41879  ,5.194e+05   ,441.84  ,901.82  ,1279
41880  ,2.634e+05   ,443.26  ,900.12  ,1277.9
41881  ,4.999e+05   ,443.07  ,902.28  ,1277.9
41882  ,3.679e+05   ,441.78  ,900.82  ,1277.9
41883  ,5.115e+05   ,442.04  ,899.66  ,1279
41884  ,4.175e+05   ,443.32  ,901.12  ,1279
41885  ,2.808e+05   ,444.94  ,929.43  ,1284
41886  ,2.675e+05   ,445.36  ,929.43  ,1284.6
41887  ,2.856e+05   ,445.64  ,929.43  ,1283.9
41888  ,3.117e+05   ,444.84  ,930.08  ,1283.7
41889  ,2.978e+05   ,445.26  ,930.08  ,1284.2
41890  ,5.990e+05   ,437.9  ,927.13  ,1279.9
41891  ,5.510e+05   ,436.45  ,929.29  ,1282
41892  ,6.351e+05   ,436.59  ,927.65  ,1279.6
41893  ,9.702e+03   ,800.08  ,929.43  ,1290.8
41894  ,1.001e+04   ,799.66  ,929.43  ,1290.6
41895  ,7.100e+03   ,799.57  ,929.91  ,1290.1
41896  ,9.657e+03   ,799.68  ,929.43  ,1289.5
41897  ,8.913e+03   ,800.08  ,929.43  ,1289.3
41898  ,9.428e+03   ,799.68  ,929.43  ,1289.1
41899  ,7.427e+03   ,799.17  ,929.91  ,1289.6
41900  ,7.023e+03   ,799.58  ,929.91  ,1289.7
41901  ,6.914e+03   ,799.58  ,929.91  ,1289.4
41902  ,9.264e+03   ,800.68  ,929.43  ,1291
41903  ,9.327e+03   ,800.67  ,929.43  ,1290.6
41904  ,1.022e+02   ,824.54  ,926.32  ,1301.2
41905  ,9.818e+01   ,825.14  ,926.97  ,1301.4
41906  ,1.431e+02   ,824.41  ,927.36  ,1301.7
41907  ,9.033e+04   ,751.43  ,920.89  ,1281
41908  ,5.846e+04   ,751.04  ,921.34  ,1280.4
41909  ,8.490e+04   ,750.42  ,922.32  ,1280.9
41910  ,4.837e+04   ,453.71  ,929.43  ,1290.2
41911  ,4.871e+04   ,454.33  ,929.43  ,1290
41912  ,6.971e+04   ,453.76  ,929.43  ,1289.5
41913  ,9.757e+04   ,452.88  ,929.82  ,1289.5
41914  ,9.657e+04   ,453.5  ,929.82  ,1289.3
41915  ,2.474e+05   ,451.41  ,928.02  ,1284.3
41916  ,2.279e+05   ,451.11  ,927.93  ,1284.8
41917  ,2.292e+05   ,451.12  ,928.34  ,1284.7
41918  ,2.256e+05   ,451.05  ,928.03  ,1284.2
41919  ,2.276e+05   ,451.04  ,927.62  ,1284.4
41920  ,2.375e+02   ,826.87  ,929.28  ,1302.5
41921  ,2.410e+02   ,827.34  ,928.61  ,1302.3
41922  ,1.089e+02   ,825.39  ,927.46  ,1302.7
41923  ,1.532e+02   ,825.36  ,928.22  ,1302.5
41924  ,4.387e+02   ,823.85  ,928.65  ,1301
41925  ,2.799e+02   ,824.31  ,929.25  ,1300.5
41926  ,2.344e+02   ,824.57  ,928.98  ,1301.3
41927  ,3.206e+05   ,446.3  ,927.45  ,1281.9
41928  ,5.218e+04   ,748.6  ,903.85  ,1280.9
41929  ,3.935e+04   ,747.96  ,903.7  ,1281.5
41930  ,3.892e+04   ,748.31  ,902.95  ,1281.7
41931  ,3.547e+04   ,747.74  ,902.91  ,1281.2
41932  ,3.228e+05   ,445.63  ,929.32  ,1282.8
41933  ,3.676e+05   ,445.36  ,928.98  ,1282.3
41934  ,3.304e+05   ,444.95  ,929.31  ,1282.8
41935  ,3.295e+05   ,445.61  ,929.43  ,1282.4
41936  ,3.263e+04   ,748.25  ,903.42  ,1282.2
41937  ,3.289e+04   ,748.39  ,902.87  ,1282.2
41938  ,2.406e+04   ,748.1  ,902.54  ,1282.4
41939  ,2.851e+04   ,748.04  ,902.62  ,1281.9
41940  ,2.734e+04   ,748.17  ,902.08  ,1281.9
41941  ,2.585e+04   ,748.43  ,902.36  ,1282.9
41942  ,2.781e+04   ,748.29  ,902.89  ,1282.9
41943  ,3.136e+04   ,748.49  ,903.2  ,1282.7
41944  ,1.341e+05   ,456.44  ,924.78  ,1281.9
41945  ,3.746e+05   ,457.31  ,925.46  ,1281
41946  ,3.060e+05   ,456.55  ,925.24  ,1280.2
41947  ,4.130e+05   ,453.09  ,915.59  ,1279.3
41948  ,6.897e+05   ,453.08  ,916.37  ,1277.9
41949  ,3.701e+05   ,454.08  ,915.32  ,1279.2
41950  ,1.694e+05   ,450.1  ,933.43  ,1291.7
41951  ,2.942e+05   ,448.29  ,933.43  ,1297
41952  ,1.995e+05   ,446.59  ,933.43  ,1291.5
41953  ,1.427e+05   ,449.61  ,932.12  ,1294
41954  ,2.245e+05   ,456.05  ,929.06  ,1280
41955  ,2.621e+05   ,455.57  ,929.64  ,1280.6
41956  ,4.364e+05   ,457.07  ,927.76  ,1281.5
41957  ,3.732e+05   ,456.49  ,927.75  ,1281.2
41958  ,3.633e+04   ,748.21  ,904.17  ,1282.9
41959  ,4.273e+04   ,748.29  ,904.74  ,1282.9
41960  ,3.330e+04   ,748.33  ,904.4  ,1283.4
41961  ,3.416e+04   ,748.41  ,903.78  ,1282.7
41962  ,3.743e+04   ,748.49  ,904.36  ,1282.7
41963  ,3.336e+04   ,749.2  ,904.8  ,1282.9
41964  ,4.087e+04   ,748.62  ,904.85  ,1282.4
41965  ,5.758e+04   ,749.37  ,904.66  ,1281.9
41966  ,4.774e+04   ,749.24  ,904.18  ,1282.2
41967  ,4.069e+05   ,461.66  ,929.43  ,1279
41968  ,3.445e+05   ,461.21  ,929.43  ,1280.6
41969  ,3.586e+05   ,462.56  ,929.43  ,1279.5
41970  ,3.712e+05   ,462.16  ,930.64  ,1279.2
41971  ,3.348e+05   ,460.81  ,930.64  ,1280.3
41972  ,3.102e+05   ,461.71  ,930.64  ,1280.8
41973  ,2.100e+04   ,749.21  ,902.82  ,1283.1
41974  ,3.105e+04   ,748.33  ,903.23  ,1283.4
41975  ,3.433e+04   ,749.25  ,903.36  ,1282.5
41976  ,7.537e+04   ,749.85  ,903.72  ,1281.4
41977  ,6.893e+04   ,749.4  ,903.77  ,1281
41978  ,5.945e+04   ,749.27  ,903.29  ,1281.3
41979  ,5.079e+05   ,451.1  ,918.57  ,1283.1
